run_id,source_run_id,group_columns,group_value,trade_count,net_profit_after_cost,gross_profit_after_cost,gross_loss_after_cost,profit_factor_after_cost,expectancy_after_cost,win_count_after_cost,loss_count_after_cost,win_rate_after_cost_percent,min_trade_after_cost,max_trade_after_cost,median_hold_m5_calendar,max_hold_m5_calendar,runtime_feature_status,stress_reasons,stress_score,claim_boundary(주장 경계)
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,hold_bucket,hold_bucket=001_<=8_m5_calendar,741,352.63,2722.68,-2370.05,1.148785891,0.475884,397,344,53.576248,-29.36,89.79,8.0,8.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",pf_below_1_15(PF 1.15 미만);tail_loss(꼬리 손실),40.112494,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-07|entry_hour=17,7,-6.89,10.47,-17.36,0.603110599,-0.984286,3,4,42.857143,-6.43,4.31,9.0,12.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),39.592558,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-07|entry_hour=18,9,-6.69,11.16,-17.85,0.625210084,-0.743333,5,4,55.555556,-9.41,5.69,9.0,17.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),35.727647,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-03|entry_hour=19,16,-11.85,52.85,-64.7,0.816846986,-0.740625,9,7,56.25,-21.88,15.37,8.0,10.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),34.147855,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-12,58,-17.93,152.9,-170.83,0.895041854,-0.309138,27,31,46.551724,-23.32,19.99,8.0,234.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_net(순손익 음수);pf_below_1_0(PF 1.0 미만);negative_expectancy(기대값 음수),33.21319,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-01|side=short,9,-8.56,42.77,-51.33,0.833235924,-0.951111,3,6,33.333333,-21.62,42.27,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),32.810076,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-11|entry_hour=17,22,-11.35,68.28,-79.63,0.857465779,-0.515909,12,10,54.545455,-29.36,14.09,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_net(순손익 음수);pf_below_1_0(PF 1.0 미만);negative_expectancy(기대값 음수);tail_loss(꼬리 손실),32.799607,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket,previous_drawdown_bucket=001_prev_0_to_2pct,483,179.98,1614.58,-1434.6,1.125456573,0.372629,266,217,55.072464,-31.33,46.62,8.0,1095.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",pf_below_1_15(PF 1.15 미만);tail_loss(꼬리 손실),29.50652,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-08,47,-13.73,136.8,-150.53,0.908788946,-0.292128,24,23,51.06383,-19.92,27.76,8.0,249.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_net(순손익 음수);pf_below_1_0(PF 1.0 미만);negative_expectancy(기대값 음수),27.777919,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=001_prev_0_to_2pct|side=long,439,155.85,1400.8,-1244.95,1.12518575,0.355011,247,192,56.264237,-31.33,46.62,8.0,1095.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",pf_below_1_15(PF 1.15 미만);tail_loss(꼬리 손실),27.315999,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-02|entry_hour=16,9,-6.56,42.99,-49.55,0.867608476,-0.728889,6,3,66.666667,-20.16,11.93,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),26.94037,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-03|entry_hour=20,11,-6.43,53.9,-60.33,0.893419526,-0.584545,4,7,36.363636,-25.65,23.67,9.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수);tail_loss(꼬리 손실),24.662362,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,drawdown_bucket,drawdown_bucket=001_0_to_2pct,483,1620.08,2406.64,-786.56,3.059703011,3.354203,319,164,66.045549,-21.62,89.79,8.0,818.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",,22.15,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-06|entry_hour=18,16,-5.09,26.42,-31.51,0.83846398,-0.318125,9,7,56.25,-9.65,6.06,8.0,22.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),21.561261,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=004_prev_10_to_20pct|side=long,64,39.62,331.48,-291.86,1.135750017,0.619063,37,27,57.8125,-40.91,64.31,8.0,1094.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",pf_below_1_15(PF 1.15 미만);tail_loss(꼬리 손실),15.381249,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket,previous_drawdown_bucket=002_prev_2_to_5pct,316,503.32,1338.22,-834.9,1.602850641,1.592785,176,140,55.696203,-26.97,66.25,8.0,808.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),15.2775,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-04,103,199.07,679.15,-480.08,1.414660057,1.932718,57,46,55.339806,-40.91,89.79,8.0,1094.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),15.0825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour,entry_hour=17,276,172.03,916.52,-744.49,1.231070934,0.623297,154,122,55.797101,-29.36,21.29,8.0,26.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),15.07,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour,entry_hour=21,102,313.84,871.19,-557.35,1.563093209,3.076863,56,46,54.901961,-40.91,66.25,230.0,1100.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),15.0325,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket,previous_drawdown_bucket=004_prev_10_to_20pct,74,53.57,376.09,-322.52,1.166098226,0.723919,42,32,56.756757,-40.91,64.31,8.0,1094.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),14.819062,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=21|side=long,95,258.21,766.56,-508.35,1.507937445,2.718,53,42,55.789474,-40.91,66.25,230.0,1100.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),14.6825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-04|side=long,87,217.12,618.11,-400.99,1.541459887,2.495632,50,37,57.471264,-40.91,89.79,8.0,1094.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),14.2825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,hold_bucket,hold_bucket=005_>96_m5_calendar,83,469.92,972.48,-502.56,1.935052531,5.661687,53,30,63.855422,-40.91,66.25,232.0,1100.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",tail_loss(꼬리 손실),14.0825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,drawdown_bucket,drawdown_bucket=004_10_to_20pct,74,64.78,364.96,-300.18,1.215803851,0.875405,42,32,56.756757,-40.91,53.53,8.0,1094.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",tail_loss(꼬리 손실),13.6325,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=17|side=long,244,173.7,795.53,-621.83,1.279336796,0.711885,137,107,56.147541,-29.36,21.29,8.0,26.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),13.47,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=002_prev_2_to_5pct|side=long,279,459.03,1144.65,-685.62,1.669510808,1.645269,157,122,56.272401,-26.97,66.25,8.0,808.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),13.4275,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-04|entry_hour=21,15,58.57,175.8,-117.23,1.499616139,3.904667,8,7,53.333333,-40.91,64.31,230.0,1094.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),11.9325,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-12|side=long,54,-1.99,135.87,-137.86,0.985565066,-0.036852,25,29,46.296296,-23.32,19.99,8.0,234.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_net(순손익 음수);pf_below_1_0(PF 1.0 미만);negative_expectancy(기대값 음수),10.637445,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket,previous_drawdown_bucket=005_prev_20_to_40pct,66,63.62,364.95,-301.33,1.211130654,0.963939,34,32,51.515152,-37.11,45.76,8.0,819.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),10.3825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=17|side=short,32,-1.67,120.99,-122.66,0.98638513,-0.052187,17,15,53.125,-20.86,20.39,8.0,9.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_net(순손익 음수);pf_below_1_0(PF 1.0 미만);negative_expectancy(기대값 음수),9.77277,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=005_prev_20_to_40pct|side=long,52,104.35,335.11,-230.76,1.452201421,2.006731,29,23,55.769231,-37.11,45.76,8.0,819.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),9.6825,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour,entry_hour=18,233,181.12,755.21,-574.09,1.315490603,0.777339,129,104,55.364807,-24.0,38.51,8.0,23.0,entry_known_candidate(진입 시점 사용 가능 후보),,9.65,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-09|entry_hour=21,3,-0.3,10.53,-10.83,0.972299169,-0.1,1,2,33.333333,-9.97,10.53,9.0,233.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),9.469529,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-07|entry_hour=16,12,-0.73,25.77,-26.5,0.97245283,-0.060833,6,6,50.0,-8.3,9.59,9.0,11.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),9.424151,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-01|entry_hour=18,17,-0.82,35.77,-36.59,0.977589505,-0.048235,10,7,58.823529,-12.29,9.24,8.0,11.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),9.183191,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour+side,entry_hour=18|side=long,207,95.7,610.91,-515.21,1.1857495,0.462319,115,92,55.555556,-24.0,21.18,8.0,23.0,entry_known_candidate(진입 시점 사용 가능 후보),,8.848767,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-10|entry_hour=17,19,-0.79,56.69,-57.48,0.986256089,-0.041579,12,7,63.157895,-17.77,15.26,8.0,11.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),8.769984,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,hold_bucket,hold_bucket=002_9_to_12_m5_calendar,215,92.75,504.83,-412.08,1.225077655,0.431395,116,99,53.953488,-19.46,33.04,9.0,12.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",,8.75,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,side,side=short,129,46.89,587.48,-540.59,1.086738563,0.363488,59,70,45.736434,-23.0,42.27,8.0,806.0,entry_known_candidate(진입 시점 사용 가능 후보),pf_below_1_15(PF 1.15 미만),8.41415,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket,previous_drawdown_bucket=003_prev_5_to_10pct,142,188.73,627.03,-438.3,1.430595483,1.329085,75,67,52.816901,-29.32,89.79,8.0,1100.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),8.34,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,hold_bucket,hold_bucket=004_25_to_96_m5_calendar,2,-0.08,6.43,-6.51,0.987711214,-0.04,1,1,50.0,-6.51,6.43,25.5,26.0,"diagnostic_only_not_direct_runtime_feature(진단 전용, 직접 런타임 피처 아님)",negative_expectancy(기대값 음수),7.990108,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2026-04|entry_hour=17,10,-0.27,28.46,-28.73,0.990602158,-0.027,5,5,50.0,-8.66,16.29,8.0,8.0,entry_known_candidate(진입 시점 사용 가능 후보),negative_expectancy(기대값 음수),7.922924,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month,entry_month=2025-01,77,30.53,269.53,-239.0,1.127740586,0.396494,42,35,54.545455,-29.32,42.27,8.0,1100.0,entry_known_candidate(진입 시점 사용 가능 후보),pf_below_1_15(PF 1.15 미만);tail_loss(꼬리 손실),7.619079,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=003_prev_5_to_10pct|side=long,118,183.48,521.35,-337.87,1.543049102,1.554915,64,54,54.237288,-29.32,89.79,8.0,1100.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",tail_loss(꼬리 손실),7.14,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-08|side=long,41,0.12,123.99,-123.87,1.000968758,0.002927,22,19,53.658537,-19.92,27.76,8.0,249.0,entry_known_candidate(진입 시점 사용 가능 후보),pf_below_1_15(PF 1.15 미만),7.016093,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+side,entry_month=2025-09|side=long,46,2.5,115.79,-113.29,1.022067261,0.054348,19,27,41.304348,-14.15,31.8,9.0,233.0,entry_known_candidate(진입 시점 사용 가능 후보),pf_below_1_15(PF 1.15 미만),6.527646,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_month+entry_hour,entry_month=2025-12|entry_hour=19,7,0.36,17.13,-16.77,1.021466905,0.051429,3,4,42.857143,-5.8,8.39,9.0,13.0,entry_known_candidate(진입 시점 사용 가능 후보),,6.248658,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour,entry_hour=20,139,209.85,559.5,-349.65,1.6001716,1.509712,78,61,56.115108,-25.65,46.62,8.0,818.0,entry_known_candidate(진입 시점 사용 가능 후보),tail_loss(꼬리 손실),5.4375,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,entry_hour,entry_hour=19,147,133.06,511.32,-378.26,1.351768625,0.90517,83,64,56.462585,-24.87,89.79,8.0,25.0,entry_known_candidate(진입 시점 사용 가능 후보),,5.35,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Z_materialize_density_side_balance_cost_session_stress_without_db_v1,run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,previous_drawdown_bucket+side,previous_drawdown_bucket=003_prev_5_to_10pct|side=short,24,5.25,105.68,-100.43,1.052275217,0.21875,11,13,45.833333,-23.0,23.01,8.0,230.0,"account_state_candidate_requires_previous_balance(계좌 상태 후보, 이전 잔고 필요)",pf_below_1_15(PF 1.15 미만),5.170367,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
