attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,state_profile,state_feature,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267ao_s262_lih_range_expansion_pressure_rt_2024,run267AO_s262_lih_range_expansion_pressure,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s262_lih_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_range_expansion_pressure_rt_2024.set,046aec2878eb8fdd0d1dda9740644530fb25dbe63a708008d573897eabf003ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_range_expansion_pressure_rt_2024.ini,321e3dc77787a83b3c0e61ff56aee3e5a17276cbc9eb883bd222075ffac11636,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_range_expansion_pressure/telemetry/run267ao_s262_lih_range_expansion_pressure_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_range_expansion_pressure/telemetry/run267ao_s262_lih_range_expansion_pressure_rt_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_trend_strength_disagreement_ta_2024,run267AO_s262_lih_trend_strength_disagreement,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_trend_strength_disagreement_ta_2024.set,bc732314ef294ea6e7b7628876225d362d1d789a6cc0b44417edd4630d9c735e,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_trend_strength_disagreement_ta_2024.ini,e94b6a8d3fc2a1c05f0fbe6117621c8aea167178b4e6619f3d0f2e3f5cab7740,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_trend_strength_disagreement/telemetry/run267ao_s262_lih_trend_strength_disagreement_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_trend_strength_disagreement/telemetry/run267ao_s262_lih_trend_strength_disagreement_ta_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_trend_strength_disagreement_rt_2024,run267AO_s262_lih_trend_strength_disagreement,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s262_lih_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_trend_strength_disagreement_rt_2024.set,a122831a7007c2100ba7ff64b8740137d62802d7aa9ad4b485190dc739cec76b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_trend_strength_disagreement_rt_2024.ini,99030abf4be2090105efbe8323a8ba817cb6aeccd29f32719afc87f6756bac8a,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_trend_strength_disagreement/telemetry/run267ao_s262_lih_trend_strength_disagreement_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_trend_strength_disagreement/telemetry/run267ao_s262_lih_trend_strength_disagreement_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_return_shock_absorption_ta_2024,run267AO_s264_aia_return_shock_absorption,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_return_shock_absorption_ta_2024.set,ffa9cac45066dcd45f01ac9888d773a4ee00fbc404be8d269e3eaed9601eed7c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_return_shock_absorption_ta_2024.ini,9c18b06fa1a2981e20adfb40e226dff7dbf4b856735b603f4fcbe11437fd9d87,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_return_shock_absorption/telemetry/run267ao_s264_aia_return_shock_absorption_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_return_shock_absorption/telemetry/run267ao_s264_aia_return_shock_absorption_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_return_shock_absorption_rt_2024,run267AO_s264_aia_return_shock_absorption,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_aia_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_return_shock_absorption_rt_2024.set,63c0dec07709ec6ff36502555176340cb2f1d8619af86e58f14548cf046303ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_return_shock_absorption_rt_2024.ini,17cddbfb03a8d8cc85af9352f3ccccff9658e0525727236425f5bf9cb15c51ce,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_return_shock_absorption/telemetry/run267ao_s264_aia_return_shock_absorption_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_return_shock_absorption/telemetry/run267ao_s264_aia_return_shock_absorption_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_volatility_regime_expansion_ta_2024,run267AO_s264_aia_volatility_regime_expansion,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_volatility_regime_expansion_ta_2024.set,66336b2ea966c4569799c66b53d6952fa7fce9683cb44b2b457c7523f63358b8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_volatility_regime_expansion_ta_2024.ini,5ffe1d2d54626ca30b797eb1f9c425a5a22b6b556ed78a147dde0f8e5e5ba536,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_volatility_regime_expansion/telemetry/run267ao_s264_aia_volatility_regime_expansion_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_volatility_regime_expansion/telemetry/run267ao_s264_aia_volatility_regime_expansion_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_volatility_regime_expansion_rt_2024,run267AO_s264_aia_volatility_regime_expansion,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_aia_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_volatility_regime_expansion_rt_2024.set,20023396bda60692d36fa2c208fc874f960587a2ea1b208c608eb733de76dc78,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_volatility_regime_expansion_rt_2024.ini,e5a9358720992b9d17a16c9b85f08ada8ef0ce2573fdeacced0156684c5af869,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_volatility_regime_expansion/telemetry/run267ao_s264_aia_volatility_regime_expansion_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_volatility_regime_expansion/telemetry/run267ao_s264_aia_volatility_regime_expansion_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_range_expansion_pressure_ta_2024,run267AO_s264_aia_range_expansion_pressure,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_range_expansion_pressure_ta_2024.set,9d4b4cac607ae98ca32c16ba7389052949c73f796e01f7ef9c7c2b4531be7903,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_range_expansion_pressure_ta_2024.ini,94558f3ec58cf8371f2634b20def0373130a3659111b45e9cdb82927a604bfb7,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_range_expansion_pressure/telemetry/run267ao_s264_aia_range_expansion_pressure_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_range_expansion_pressure/telemetry/run267ao_s264_aia_range_expansion_pressure_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_range_expansion_pressure_rt_2024,run267AO_s264_aia_range_expansion_pressure,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_aia_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_range_expansion_pressure_rt_2024.set,90a00708dfd72d91f3b137ce522862b9d8b8b6614681719fc74ec540e2da8713,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_range_expansion_pressure_rt_2024.ini,551d2c11042a3d6f8b4ccc686c161b1def38535446f84207bb406bcfefedd850,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_range_expansion_pressure/telemetry/run267ao_s264_aia_range_expansion_pressure_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_range_expansion_pressure/telemetry/run267ao_s264_aia_range_expansion_pressure_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_trend_strength_disagreement_ta_2024,run267AO_s264_aia_trend_strength_disagreement,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_trend_strength_disagreement_ta_2024.set,fc8cde109f3459f9016adc2cd12f5d5cf58aef41d305631af9b2dbc575dc4daa,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_trend_strength_disagreement_ta_2024.ini,4d71f9b92d08549cb7fa168b3396c1cac3dfd9037af4c3e12037efd92339cd1e,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_trend_strength_disagreement/telemetry/run267ao_s264_aia_trend_strength_disagreement_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_trend_strength_disagreement/telemetry/run267ao_s264_aia_trend_strength_disagreement_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_aia_trend_strength_disagreement_rt_2024,run267AO_s264_aia_trend_strength_disagreement,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_aia_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_trend_strength_disagreement_rt_2024.set,bf7a7f94df6443c35f7bf26442ee5ba3587ec9ed794d0deb0790d59b373daf00,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_aia_trend_strength_disagreement_rt_2024.ini,26408fa14e5ee31d40ba01659d09529f2f2f4451c3b637d6f3cfb012415d5810,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_trend_strength_disagreement/telemetry/run267ao_s264_aia_trend_strength_disagreement_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_aia/run267ao_s264_aia_trend_strength_disagreement/telemetry/run267ao_s264_aia_trend_strength_disagreement_rt_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_return_shock_absorption_ta_2024,run267AO_s258_stc_return_shock_absorption,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_return_shock_absorption_ta_2024.set,ed1aee03d954a2778a14f6cbc227d091491837eb93d539ecc991458c0ecaafee,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_return_shock_absorption_ta_2024.ini,ae0d6e271b6c4e3520136cd0abc6c02e750b5c99925a95c6b2996d2fa9dbe3b7,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_return_shock_absorption/telemetry/run267ao_s258_stc_return_shock_absorption_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_return_shock_absorption/telemetry/run267ao_s258_stc_return_shock_absorption_ta_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_return_shock_absorption_rt_2024,run267AO_s258_stc_return_shock_absorption,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s258_stc_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_return_shock_absorption_rt_2024.set,4af30207784940e5cc691d105e1eaa4412656a16a4f3520866e3a541328a19c2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_return_shock_absorption_rt_2024.ini,799f07b05dca2bbb2b463fb861073536f0ae77d5a05cc5e31a7be3d6be3315bf,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_return_shock_absorption/telemetry/run267ao_s258_stc_return_shock_absorption_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_return_shock_absorption/telemetry/run267ao_s258_stc_return_shock_absorption_rt_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_volatility_regime_expansion_ta_2024,run267AO_s258_stc_volatility_regime_expansion,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_volatility_regime_expansion_ta_2024.set,de3e8c24856ea32242e4296762d8c8ec7ef09d8fb462bf98798cf95cb90eba21,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_volatility_regime_expansion_ta_2024.ini,2dd8eefc49ac959024a64f6acc2e6958400caf0603adb1d65d0ad2dc50cff176,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_volatility_regime_expansion/telemetry/run267ao_s258_stc_volatility_regime_expansion_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_volatility_regime_expansion/telemetry/run267ao_s258_stc_volatility_regime_expansion_ta_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_volatility_regime_expansion_rt_2024,run267AO_s258_stc_volatility_regime_expansion,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s258_stc_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_volatility_regime_expansion_rt_2024.set,49d9718c87d88b4edfa2b5726ba6839427b3f1365531338a41d3516fd9cf7426,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_volatility_regime_expansion_rt_2024.ini,96577cca54156efba4d12bd3811139984f935c2f414711fa62c324715f8561df,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_volatility_regime_expansion/telemetry/run267ao_s258_stc_volatility_regime_expansion_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_volatility_regime_expansion/telemetry/run267ao_s258_stc_volatility_regime_expansion_rt_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_range_expansion_pressure_ta_2024,run267AO_s258_stc_range_expansion_pressure,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_range_expansion_pressure_ta_2024.set,1944de29fdaf12ad4b8fbcf3f649b13fbeed8afd1f129f4b4bd43ffa5c169995,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_range_expansion_pressure_ta_2024.ini,30c59c8281058f23bf7dceada40c236bf28e05166e941b0ea1b369b3d55f7692,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_range_expansion_pressure/telemetry/run267ao_s258_stc_range_expansion_pressure_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_range_expansion_pressure/telemetry/run267ao_s258_stc_range_expansion_pressure_ta_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_range_expansion_pressure_rt_2024,run267AO_s258_stc_range_expansion_pressure,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s258_stc_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_range_expansion_pressure_rt_2024.set,9b7d13bb20d15a64e9c1354838c324296e56c1b8a27db8d1e0bb2307290d10fb,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_range_expansion_pressure_rt_2024.ini,83b588850ff0d2b1c775627461c93e6058f5334a203c15b9f4997c24f1581748,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_range_expansion_pressure/telemetry/run267ao_s258_stc_range_expansion_pressure_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_range_expansion_pressure/telemetry/run267ao_s258_stc_range_expansion_pressure_rt_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_trend_strength_disagreement_ta_2024,run267AO_s258_stc_trend_strength_disagreement,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_trend_strength_disagreement_ta_2024.set,10c2c945aced51ad92784cde4e4794d226f52ef28e0e7112f51fc54e44f1aa6c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_trend_strength_disagreement_ta_2024.ini,4277dbe3bb8eee65b5a1834cebd2079f1ca44f972b875b4c4040d7ab9068b6cb,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_trend_strength_disagreement/telemetry/run267ao_s258_stc_trend_strength_disagreement_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_trend_strength_disagreement/telemetry/run267ao_s258_stc_trend_strength_disagreement_ta_2024_summary.csv,completed,completed,completed
run267ao_s258_stc_trend_strength_disagreement_rt_2024,run267AO_s258_stc_trend_strength_disagreement,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s258_stc_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_trend_strength_disagreement_rt_2024.set,5830d6854adb13ed521c31ec8d1c5c7f7c042caafe6cfae2642f05c1ffa89a0c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s258_stc_trend_strength_disagreement_rt_2024.ini,f020b48e03249a97a861e9e3a13084046729b45a5a21602022464b23087837e0,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_trend_strength_disagreement/telemetry/run267ao_s258_stc_trend_strength_disagreement_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s258_stc/run267ao_s258_stc_trend_strength_disagreement/telemetry/run267ao_s258_stc_trend_strength_disagreement_rt_2024_summary.csv,completed,completed,completed
