queue_id,thesis_id,guard_family,source_artifact,scoring_mode,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,max_underwater_trade_count,max_underwater_start,max_underwater_end,max_drawdown,chunk_type,chunk_id,start_time,end_time,claim_boundary
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,16,14.075,51.535,37.46,1.3757341164,0.8796875,0.5625,5.7261111111,-5.3514285714,1.0700154239,13,2026-04-20T17:35:00+00:00,2026-04-24T18:40:00+00:00,18.51,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-24T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,16,25.245,65.17,39.925,1.6323105823,1.5778125,0.625,6.517,-6.6541666667,0.9793863494,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,fifths,fifths_2,2026-04-24T18:45:00+00:00,2026-05-06T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,16,107.95,112.45,4.5,24.9888888889,6.746875,0.875,8.0321428571,-2.25,3.5698412698,1,2026-05-07T21:45:00+00:00,2026-05-07T21:45:00+00:00,2.825,fifths,fifths_3,2026-05-07T16:45:00+00:00,2026-05-14T18:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,16,40.425,93.6,53.175,1.76022567,2.5265625,0.4375,13.3714285714,-5.9083333333,2.2631472899,12,2026-05-15T17:35:00+00:00,2026-05-18T23:50:00+00:00,39.085,fifths,fifths_4,2026-05-15T16:35:00+00:00,2026-05-19T21:10:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,12,20.965,47.84,26.875,1.7800930233,1.7470833333,0.6666666667,5.98,-6.71875,0.8900465116,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,13.275,fifths,fifths_5,2026-05-19T21:25:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,20,-25.5,45.035,70.535,0.6384773517,-1.275,0.45,5.0038888889,-6.4122727273,0.7803612076,4,2026-04-27T18:00:00+00:00,2026-04-29T17:35:00+00:00,33.075,rolling_worst_net,rolling_20_start_2,2026-04-15T16:35:00+00:00,2026-04-29T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__control_no_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,control_no_veto,40,88.045,169.93,81.885,2.0752274531,2.201125,0.625,6.7972,-5.459,1.2451364719,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,rolling_worst_net,rolling_40_start_2,2026-04-15T16:35:00+00:00,2026-05-12T20:25:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,25,13.58,78.75,65.17,1.2083780881,0.5432,0.56,5.625,-5.9245454545,0.9494399263,9,2026-04-27T18:40:00+00:00,2026-05-04T19:35:00+00:00,27.2,thirds,thirds_1,2026-04-14T16:55:00+00:00,2026-05-04T19:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,25,100.575,145.71,45.135,3.2283150548,4.023,0.76,7.6689473684,-7.5225,1.0194679121,5,2026-05-15T17:35:00+00:00,2026-05-15T22:20:00+00:00,39.085,thirds,thirds_2,2026-05-04T20:20:00+00:00,2026-05-15T22:20:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,23,81.565,131.39,49.825,2.6370296036,3.5463043478,0.652173913,8.7593333333,-6.228125,1.4064157886,8,2026-05-20T19:45:00+00:00,2026-05-22T17:50:00+00:00,19.75,thirds,thirds_3,2026-05-15T22:45:00+00:00,2026-05-22T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,15,24.13,62.1,37.97,1.6355017119,1.6086666667,0.6,6.9,-6.3283333333,1.0903344746,11,2026-04-20T17:35:00+00:00,2026-04-24T17:35:00+00:00,19.545,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-24T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,15,15.71,46.135,30.425,1.5163516845,1.0473333333,0.6,5.1261111111,-5.0708333333,1.010901123,13,2026-04-27T18:40:00+00:00,2026-05-06T18:40:00+00:00,27.2,fifths,fifths_2,2026-04-24T18:45:00+00:00,2026-05-07T17:45:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,15,100.325,103.15,2.825,36.5132743363,6.6883333333,0.9333333333,7.3678571429,-2.825,2.608091024,1,2026-05-07T21:45:00+00:00,2026-05-07T21:45:00+00:00,2.825,fifths,fifths_3,2026-05-07T20:45:00+00:00,2026-05-14T18:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,15,33.815,96.325,62.51,1.5409534474,2.2543333333,0.4666666667,13.7607142857,-7.81375,1.7610896542,12,2026-05-15T17:35:00+00:00,2026-05-18T23:50:00+00:00,39.085,fifths,fifths_4,2026-05-15T16:35:00+00:00,2026-05-19T20:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,13,21.74,48.14,26.4,1.8234848485,1.6723076923,0.6923076923,5.3488888889,-6.6,0.8104377104,8,2026-05-20T19:45:00+00:00,2026-05-22T17:50:00+00:00,12.675,fifths,fifths_5,2026-05-19T20:10:00+00:00,2026-05-22T17:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,20,-13.695,51.475,65.17,0.7898572963,-0.68475,0.45,5.7194444444,-5.9245454545,0.9653811399,6,2026-04-27T18:40:00+00:00,2026-04-30T20:10:00+00:00,27.2,rolling_worst_net,rolling_20_start_3,2026-04-16T16:35:00+00:00,2026-04-30T20:10:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__hard_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,hard_veto,40,89.1,184.285,95.185,1.9360718601,2.2275,0.65,7.0878846154,-6.7989285714,1.0425002323,12,2026-05-15T17:35:00+00:00,2026-05-18T23:50:00+00:00,39.085,rolling_worst_net,rolling_40_start_18,2026-04-28T16:40:00+00:00,2026-05-18T23:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,26,20.375,94.535,74.16,1.2747437972,0.7836538462,0.5384615385,6.7525,-6.18,1.0926375405,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,thirds,thirds_1,2026-04-14T16:55:00+00:00,2026-05-01T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,26,87.81,134.62,46.81,2.875881222,3.3773076923,0.7307692308,7.0852631579,-6.6871428571,1.059535187,4,2026-05-15T17:35:00+00:00,2026-05-15T21:00:00+00:00,39.085,thirds,thirds_2,2026-05-04T16:35:00+00:00,2026-05-15T21:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,24,100.475,141.44,40.965,3.4527035274,4.1864583333,0.625,9.4293333333,-4.5516666667,2.0716221164,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,13.275,thirds,thirds_3,2026-05-15T21:20:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,16,14.075,51.535,37.46,1.3757341164,0.8796875,0.5625,5.7261111111,-5.3514285714,1.0700154239,13,2026-04-20T17:35:00+00:00,2026-04-24T18:40:00+00:00,18.51,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-24T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,16,25.245,65.17,39.925,1.6323105823,1.5778125,0.625,6.517,-6.6541666667,0.9793863494,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,fifths,fifths_2,2026-04-24T18:45:00+00:00,2026-05-06T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,16,107.95,112.45,4.5,24.9888888889,6.746875,0.875,8.0321428571,-2.25,3.5698412698,1,2026-05-07T21:45:00+00:00,2026-05-07T21:45:00+00:00,2.825,fifths,fifths_3,2026-05-07T16:45:00+00:00,2026-05-14T18:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,16,40.425,93.6,53.175,1.76022567,2.5265625,0.4375,13.3714285714,-5.9083333333,2.2631472899,12,2026-05-15T17:35:00+00:00,2026-05-18T23:50:00+00:00,39.085,fifths,fifths_4,2026-05-15T16:35:00+00:00,2026-05-19T21:10:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,12,20.965,47.84,26.875,1.7800930233,1.7470833333,0.6666666667,5.98,-6.71875,0.8900465116,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,13.275,fifths,fifths_5,2026-05-19T21:25:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,20,-25.5,45.035,70.535,0.6384773517,-1.275,0.45,5.0038888889,-6.4122727273,0.7803612076,4,2026-04-27T18:00:00+00:00,2026-04-29T17:35:00+00:00,33.075,rolling_worst_net,rolling_20_start_2,2026-04-15T16:35:00+00:00,2026-04-29T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__negative_control,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,negative_control,40,88.045,169.93,81.885,2.0752274531,2.201125,0.625,6.7972,-5.459,1.2451364719,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,rolling_worst_net,rolling_40_start_2,2026-04-15T16:35:00+00:00,2026-05-12T20:25:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,26,20.375,94.535,74.16,1.2747437972,0.7836538462,0.5384615385,6.7525,-6.18,1.0926375405,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,thirds,thirds_1,2026-04-14T16:55:00+00:00,2026-05-01T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,26,87.81,134.62,46.81,2.875881222,3.3773076923,0.7307692308,7.0852631579,-6.6871428571,1.059535187,4,2026-05-15T17:35:00+00:00,2026-05-15T21:00:00+00:00,39.085,thirds,thirds_2,2026-05-04T16:35:00+00:00,2026-05-15T21:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,24,100.475,141.44,40.965,3.4527035274,4.1864583333,0.625,9.4293333333,-4.5516666667,2.0716221164,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,13.275,thirds,thirds_3,2026-05-15T21:20:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,16,14.075,51.535,37.46,1.3757341164,0.8796875,0.5625,5.7261111111,-5.3514285714,1.0700154239,13,2026-04-20T17:35:00+00:00,2026-04-24T18:40:00+00:00,18.51,fifths,fifths_1,2026-04-14T16:55:00+00:00,2026-04-24T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,16,25.245,65.17,39.925,1.6323105823,1.5778125,0.625,6.517,-6.6541666667,0.9793863494,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,fifths,fifths_2,2026-04-24T18:45:00+00:00,2026-05-06T18:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,16,107.95,112.45,4.5,24.9888888889,6.746875,0.875,8.0321428571,-2.25,3.5698412698,1,2026-05-07T21:45:00+00:00,2026-05-07T21:45:00+00:00,2.825,fifths,fifths_3,2026-05-07T16:45:00+00:00,2026-05-14T18:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,16,40.425,93.6,53.175,1.76022567,2.5265625,0.4375,13.3714285714,-5.9083333333,2.2631472899,12,2026-05-15T17:35:00+00:00,2026-05-18T23:50:00+00:00,39.085,fifths,fifths_4,2026-05-15T16:35:00+00:00,2026-05-19T21:10:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,12,20.965,47.84,26.875,1.7800930233,1.7470833333,0.6666666667,5.98,-6.71875,0.8900465116,8,2026-05-20T19:45:00+00:00,2026-05-22T17:40:00+00:00,13.275,fifths,fifths_5,2026-05-19T21:25:00+00:00,2026-05-22T17:40:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,20,-25.5,45.035,70.535,0.6384773517,-1.275,0.45,5.0038888889,-6.4122727273,0.7803612076,4,2026-04-27T18:00:00+00:00,2026-04-29T17:35:00+00:00,33.075,rolling_worst_net,rolling_20_start_2,2026-04-15T16:35:00+00:00,2026-04-29T17:35:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_c56_volatility_cost_shape_sentry__soft_veto,pv_c56_volatility_cost_shape_sentry,cost_shape_sentry,c56_plain,soft_veto,40,88.045,169.93,81.885,2.0752274531,2.201125,0.625,6.7972,-5.459,1.2451364719,7,2026-04-27T18:00:00+00:00,2026-04-30T19:50:00+00:00,33.075,rolling_worst_net,rolling_40_start_2,2026-04-15T16:35:00+00:00,2026-05-12T20:25:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,100,-17.85,178.055,195.905,0.9088844083,-0.1785,0.5,3.5611,-3.9181,0.9088844083,64,2026-04-16T10:05:00+00:00,2026-04-24T17:50:00+00:00,52.625,thirds,thirds_1,2026-04-14T07:00:00+00:00,2026-04-28T19:50:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,100,33.215,208.15,174.935,1.1898705233,0.33215,0.53,3.9273584906,-3.7220212766,1.0551681999,62,2026-04-30T16:55:00+00:00,2026-05-08T15:30:00+00:00,58.725,thirds,thirds_2,2026-04-29T07:05:00+00:00,2026-05-12T19:20:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,99,108.045,378.46,270.415,1.3995525396,1.0913636364,0.6262626263,6.1041935484,-7.3085135135,0.8352168382,45,2026-05-15T11:20:00+00:00,2026-05-20T16:45:00+00:00,57.22,thirds,thirds_3,2026-05-12T19:25:00+00:00,2026-05-22T18:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,60,-17.825,85.225,103.05,0.8270257157,-0.2970833333,0.5166666667,2.7491935484,-3.5534482759,0.7736692179,43,2026-04-16T10:05:00+00:00,2026-04-22T15:00:00+00:00,52.625,fifths,fifths_1,2026-04-14T07:00:00+00:00,2026-04-22T15:00:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_breadth_reintroduction_control__control_no_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,m48_plain,control_no_veto,60,-27.575,129.78,157.355,0.8247593022,-0.4595833333,0.4666666667,4.635,-4.91734375,0.9425820597,32,2026-04-27T15:45:00+00:00,2026-04-30T19:05:00+00:00,78.625,fifths,fifths_2,2026-04-22T15:10:00+00:00,2026-04-30T19:05:00+00:00,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
