queue_id,thesis_id,source_artifact,scoring_mode,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,max_underwater_trade_count,max_underwater_start,max_underwater_end,max_drawdown,axis,bucket,claim_boundary
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,14,11.925,71.125,59.2,1.2014358108,0.8517857143,0.6428571429,7.9027777778,-11.84,0.6674643393,8,2026-04-20T18:05:00+00:00,2026-05-12T18:00:00+00:00,28.8,hour,17,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,10,13.775,30.55,16.775,1.8211624441,1.3775,0.6,5.0916666667,-4.19375,1.2141082961,5,2026-04-20T19:25:00+00:00,2026-05-06T19:10:00+00:00,8.65,hour,18,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,8,49.95,54.525,4.575,11.9180327869,6.24375,0.875,7.7892857143,-4.575,1.7025761124,1,2026-05-15T20:00:00+00:00,2026-05-15T20:00:00+00:00,4.575,hour,19,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,7,-16.225,12.075,28.3,0.4266784452,-2.3178571429,0.2857142857,6.0375,-5.66,1.0666961131,7,2026-04-21T21:45:00+00:00,2026-05-21T21:20:00+00:00,21.9,hour,20,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,4,10.45,24.525,14.075,1.7424511545,2.6125,0.5,12.2625,-7.0375,1.7424511545,1,2026-04-21T23:45:00+00:00,2026-04-21T23:45:00+00:00,11.45,hour,22,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,6,12.425,31.95,19.525,1.6363636364,2.0708333333,0.5,10.65,-6.5083333333,1.6363636364,1,2026-05-21T22:50:00+00:00,2026-05-21T22:50:00+00:00,10.975,hour,21,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__control_no_veto,pv_m48_macro_rate_volatility_guard,m48_plain,control_no_veto,1,-9.41,0,9.41,0.0,-9.41,0.0,,-9.41,,1,2026-05-08T01:05:00+00:00,2026-05-08T01:05:00+00:00,9.41,hour,23,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,27,-12.475,25.325,37.8,0.669973545,-0.462037037,0.5185185185,1.8089285714,-2.9076923077,0.6221182918,19,2026-04-27T08:00:00+00:00,2026-05-22T08:05:00+00:00,18.75,hour,7,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,28,-20.6,26.775,47.375,0.565171504,-0.7357142857,0.4285714286,2.23125,-2.9609375,0.7535620053,20,2026-04-27T09:35:00+00:00,2026-05-22T09:15:00+00:00,27.875,hour,8,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,27,37.095,60.92,23.825,2.5569779643,1.3738888889,0.6296296296,3.5835294118,-2.3825,1.5041046849,2,2026-05-21T10:20:00+00:00,2026-05-22T10:20:00+00:00,11.075,hour,9,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,28,11.06,59.485,48.425,1.2283944244,0.395,0.5357142857,3.9656666667,-3.725,1.0646085011,25,2026-04-16T11:15:00+00:00,2026-05-21T11:25:00+00:00,21.3,hour,10,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,22,9.56,38.85,29.29,1.3263912598,0.4345454545,0.6363636364,2.775,-3.66125,0.7579378628,5,2026-05-14T12:25:00+00:00,2026-05-22T12:35:00+00:00,15.26,hour,11,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,24,24.49,46.5,22.01,2.1126760563,1.0204166667,0.5416666667,3.5769230769,-2.0009090909,1.7876489707,8,2026-05-04T14:30:00+00:00,2026-05-15T14:10:00+00:00,7.25,hour,13,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,26,-24.165,55.775,79.94,0.6977107831,-0.9294230769,0.5384615385,3.9839285714,-6.6616666667,0.5980378141,20,2026-04-24T15:45:00+00:00,2026-05-22T15:50:00+00:00,46.065,hour,14,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,17,-0.615,39.625,40.24,0.9847166998,-0.0361764706,0.5294117647,4.4027777778,-5.03,0.8753037332,16,2026-04-16T16:50:00+00:00,2026-05-22T16:55:00+00:00,25.075,hour,15,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,22,17.335,106.025,88.69,1.195456083,0.7879545455,0.5,9.6386363636,-8.0627272727,1.195456083,4,2026-05-18T17:15:00+00:00,2026-05-21T17:25:00+00:00,36.8,hour,16,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,26,3.4,53.075,49.675,1.0684448918,0.1307692308,0.6153846154,3.3171875,-4.9675,0.6677780574,2,2026-05-21T13:40:00+00:00,2026-05-22T13:40:00+00:00,20.575,hour,12,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,15,48.91,99.985,51.075,1.9576113558,3.2606666667,0.6666666667,9.9985,-10.215,0.9788056779,4,2026-05-18T18:20:00+00:00,2026-05-22T18:00:00+00:00,19.825,hour,17,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,11,8.71,24.675,15.965,1.5455684309,0.7918181818,0.5454545455,4.1125,-3.193,1.2879736925,4,2026-05-15T19:35:00+00:00,2026-05-21T19:35:00+00:00,8.315,hour,18,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,7,49.35,57.25,7.9,7.246835443,7.05,0.8571428571,9.5416666667,-7.9,1.2078059072,2,2026-05-15T20:40:00+00:00,2026-05-18T20:30:00+00:00,7.9,hour,19,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,6,-9.925,6.4,16.325,0.3920367534,-1.6541666667,0.1666666667,6.4,-3.265,1.9601837672,6,2026-04-21T21:45:00+00:00,2026-05-21T21:35:00+00:00,10.6,hour,20,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,3,21.9,24.525,2.625,9.3428571429,7.3,0.6666666667,12.2625,-2.625,4.6714285714,1,2026-05-18T23:50:00+00:00,2026-05-18T23:50:00+00:00,2.625,hour,22,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__hard_veto,pv_m48_macro_rate_volatility_guard,m48_plain,hard_veto,6,10.775,31.95,21.175,1.5088547816,1.7958333333,0.5,10.65,-7.0583333333,1.5088547816,1,2026-05-21T22:50:00+00:00,2026-05-21T22:50:00+00:00,10.975,hour,21,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,27,-12.475,25.325,37.8,0.669973545,-0.462037037,0.5185185185,1.8089285714,-2.9076923077,0.6221182918,19,2026-04-27T08:00:00+00:00,2026-05-22T08:05:00+00:00,18.75,hour,7,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,28,-11.575,35.65,47.225,0.7548967708,-0.4133928571,0.4285714286,2.9708333333,-2.9515625,1.0065290277,20,2026-04-27T09:35:00+00:00,2026-05-22T09:15:00+00:00,24.25,hour,8,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,27,47.92,71.745,23.825,3.0113326338,1.7748148148,0.6296296296,4.2202941176,-2.3825,1.7713721375,2,2026-05-21T10:20:00+00:00,2026-05-22T10:20:00+00:00,11.075,hour,9,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,28,4.89,59.485,54.595,1.0895686418,0.1746428571,0.5357142857,3.9656666667,-4.1996153846,0.9442928229,26,2026-04-16T11:15:00+00:00,2026-05-22T11:25:00+00:00,27.47,hour,10,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,24,16.26,46.725,30.465,1.533727228,0.6775,0.625,3.115,-3.385,0.9202363368,6,2026-05-14T12:25:00+00:00,2026-05-22T12:35:00+00:00,15.285,hour,11,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,24,23.6,45.61,22.01,2.072239891,0.9833333333,0.5416666667,3.5084615385,-2.0009090909,1.7534337539,8,2026-05-04T14:30:00+00:00,2026-05-15T14:10:00+00:00,7.25,hour,13,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,27,-31.315,52.475,83.79,0.6262680511,-1.1598148148,0.5185185185,3.7482142857,-6.4453846154,0.5815346189,21,2026-04-23T15:45:00+00:00,2026-05-22T15:50:00+00:00,47.99,hour,14,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,18,-20.4,45.675,66.075,0.6912599319,-1.1333333333,0.5,5.075,-7.3416666667,0.6912599319,17,2026-04-16T16:50:00+00:00,2026-05-22T16:55:00+00:00,55.85,hour,15,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,21,43.675,110.625,66.95,1.6523525019,2.0797619048,0.5714285714,9.21875,-7.4388888889,1.2392643764,5,2026-05-15T17:50:00+00:00,2026-05-21T17:55:00+00:00,41.275,hour,16,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,25,-10.06,46.6,56.66,0.8224497,-0.4024,0.6,3.1066666667,-5.666,0.5482998,2,2026-05-21T13:35:00+00:00,2026-05-22T13:40:00+00:00,25.385,hour,12,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,14,11.925,71.125,59.2,1.2014358108,0.8517857143,0.6428571429,7.9027777778,-11.84,0.6674643393,8,2026-04-20T18:05:00+00:00,2026-05-12T18:00:00+00:00,28.8,hour,17,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,10,13.775,30.55,16.775,1.8211624441,1.3775,0.6,5.0916666667,-4.19375,1.2141082961,5,2026-04-20T19:25:00+00:00,2026-05-06T19:10:00+00:00,8.65,hour,18,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,8,49.95,54.525,4.575,11.9180327869,6.24375,0.875,7.7892857143,-4.575,1.7025761124,1,2026-05-15T20:00:00+00:00,2026-05-15T20:00:00+00:00,4.575,hour,19,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,7,-16.225,12.075,28.3,0.4266784452,-2.3178571429,0.2857142857,6.0375,-5.66,1.0666961131,7,2026-04-21T21:45:00+00:00,2026-05-21T21:20:00+00:00,21.9,hour,20,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,4,10.45,24.525,14.075,1.7424511545,2.6125,0.5,12.2625,-7.0375,1.7424511545,1,2026-04-21T23:45:00+00:00,2026-04-21T23:45:00+00:00,11.45,hour,22,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,6,12.425,31.95,19.525,1.6363636364,2.0708333333,0.5,10.65,-6.5083333333,1.6363636364,1,2026-05-21T22:50:00+00:00,2026-05-21T22:50:00+00:00,10.975,hour,21,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__soft_veto,pv_m48_macro_rate_volatility_guard,m48_plain,soft_veto,1,-9.41,0,9.41,0.0,-9.41,0.0,,-9.41,,1,2026-05-08T01:05:00+00:00,2026-05-08T01:05:00+00:00,9.41,hour,23,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,27,-12.475,25.325,37.8,0.669973545,-0.462037037,0.5185185185,1.8089285714,-2.9076923077,0.6221182918,19,2026-04-27T08:00:00+00:00,2026-05-22T08:05:00+00:00,18.75,hour,7,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,28,-11.575,35.65,47.225,0.7548967708,-0.4133928571,0.4285714286,2.9708333333,-2.9515625,1.0065290277,20,2026-04-27T09:35:00+00:00,2026-05-22T09:15:00+00:00,24.25,hour,8,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,27,47.92,71.745,23.825,3.0113326338,1.7748148148,0.6296296296,4.2202941176,-2.3825,1.7713721375,2,2026-05-21T10:20:00+00:00,2026-05-22T10:20:00+00:00,11.075,hour,9,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,28,4.89,59.485,54.595,1.0895686418,0.1746428571,0.5357142857,3.9656666667,-4.1996153846,0.9442928229,26,2026-04-16T11:15:00+00:00,2026-05-22T11:25:00+00:00,27.47,hour,10,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,24,16.26,46.725,30.465,1.533727228,0.6775,0.625,3.115,-3.385,0.9202363368,6,2026-05-14T12:25:00+00:00,2026-05-22T12:35:00+00:00,15.285,hour,11,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,24,22.5,44.51,22.01,2.0222626079,0.9375,0.5416666667,3.4238461538,-2.0009090909,1.7111452836,8,2026-05-04T14:30:00+00:00,2026-05-15T14:10:00+00:00,7.25,hour,13,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,27,-29.93,53.86,83.79,0.6427974699,-1.1085185185,0.5185185185,3.8471428571,-6.4453846154,0.5968833649,21,2026-04-23T15:45:00+00:00,2026-05-22T15:55:00+00:00,47.99,hour,14,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,17,-25.15,40.925,66.075,0.6193719258,-1.4794117647,0.4705882353,5.115625,-7.3416666667,0.6967934166,16,2026-04-16T16:50:00+00:00,2026-05-21T16:50:00+00:00,55.85,hour,15,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,22,44.025,110.975,66.95,1.6575802838,2.0011363636,0.5909090909,8.5365384615,-7.4388888889,1.1475555811,6,2026-05-15T17:50:00+00:00,2026-05-22T17:00:00+00:00,41.275,hour,16,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,25,-10.06,46.6,56.66,0.8224497,-0.4024,0.6,3.1066666667,-5.666,0.5482998,2,2026-05-21T13:35:00+00:00,2026-05-22T13:40:00+00:00,25.385,hour,12,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
pv_m48_macro_rate_volatility_guard__negative_control,pv_m48_macro_rate_volatility_guard,m48_plain,negative_control,14,14.575,73.775,59.2,1.2461993243,1.0410714286,0.6428571429,8.1972222222,-11.84,0.692332958,8,2026-04-20T18:05:00+00:00,2026-05-12T18:00:00+00:00,28.8,hour,17,research_development_only_guarded_payload_cost_curve_pocket_screen_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
