record_view,candidate_alias,candidate_role,guard_variant,guard_family,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-03,15,-38.28,0.542488,-2.552,0.4,44.5,8.892708,12,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-07,24,-25.53,0.766252,-1.06375,0.5,81.9,16.209156,23,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-09,18,-23.79,0.681142,-1.321667,0.5,46.94,9.341665,17,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-08,25,-22.26,0.798898,-0.8904,0.48,36.28,7.141732,24,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-10,27,-11.66,0.88929,-0.431852,0.407407,79.98,14.240692,21,4
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-04,19,-10.84,0.905029,-0.570526,0.526316,97.17,17.333524,15,4
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-12,24,1.45,1.014071,0.060417,0.5,70.07,14.014,20,6
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-05,13,15.85,1.242355,1.219231,0.615385,27.88,5.138886,4,2
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-11,17,28.37,1.416471,1.668824,0.470588,38.54,7.708,8,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-01,17,69.42,3.053846,4.083529,0.647059,18.06,3.075194,5,2
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,month,2024-02,15,95.05,2.929166,6.336667,0.533333,23.59,3.874009,5,3
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,weekday,Monday,46,-96.02,0.590271,-2.087391,0.478261,111.46,22.062986,42,4
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,weekday,Friday,51,-29.19,0.879185,-0.572353,0.45098,104.63,19.83056,44,6
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,weekday,Tuesday,47,-28.29,0.878312,-0.601915,0.446809,82.77,14.96745,37,7
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,weekday,Wednesday,38,-11.36,0.9422,-0.298947,0.421053,130.45,23.080326,29,10
mt5_rt_s262_lih_dilowq33_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,dilowq33,directional_imbalance_replacement,routed_total,weekday,Thursday,41,177.69,2.629287,4.333902,0.658537,33.08,5.916123,7,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_mid,85,-112.71,0.793454,-1.326,0.458824,223.25,38.959566,75,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_late,83,158.68,1.401559,1.911807,0.554217,96.42,16.280287,31,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_early,85,258.96,1.666564,3.046588,0.564706,86.94,11.148727,47,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,12,3,-61.57,0.0,-20.523333,0.0,61.57,12.314,3,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,01,1,-26.52,0.0,-26.52,0.0,26.52,5.304,1,1
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,19,2,-25.67,0.0,-12.835,0.0,25.67,5.134,2,2
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,09,1,-21.15,0.0,-21.15,0.0,21.15,4.23,1,1
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,02,1,-20.53,0.0,-20.53,0.0,20.53,4.106,1,1
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,20,2,8.71,6.153846,4.355,0.5,1.69,0.338,1,1
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,21,2,11.39,inf,5.695,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,22,4,58.45,2.491452,14.6125,0.5,20.04,3.83,1,1
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,16,70,96.21,1.1633,1.374429,0.471429,152.08,22.283437,38,8
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,17,91,104.92,1.312067,1.152967,0.527473,96.99,14.827781,55,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,18,75,153.04,1.736974,2.040533,0.613333,50.06,9.834777,31,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,direction,buy,102,2.93,1.007199,0.028725,0.490196,152.0,24.128899,67,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,direction,sell,151,302.0,1.327428,2.0,0.549669,143.51,20.144864,54,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-07,26,-96.82,0.45132,-3.723846,0.384615,147.09,28.999251,25,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-03,17,-56.59,0.520017,-3.328824,0.352941,67.59,13.227006,12,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-06,11,-51.6,0.594116,-4.690909,0.363636,82.88,16.0232,7,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-08,28,0.46,1.003446,0.016429,0.535714,48.72,8.875125,9,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-09,26,7.25,1.080529,0.278846,0.576923,33.49,6.698,25,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-12,20,23.47,1.175792,1.1735,0.5,76.17,15.234,14,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-10,23,33.0,1.331592,1.434783,0.434783,52.62,9.088083,18,5
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-04,24,47.4,1.363664,1.975,0.583333,62.13,10.778412,19,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-05,17,59.93,1.641511,3.525294,0.647059,35.32,5.96914,5,2
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-01,19,69.87,2.279436,3.677368,0.578947,25.43,4.329616,7,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-11,19,88.96,2.018898,4.682105,0.631579,58.97,11.595713,10,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,month,2024-02,23,179.6,3.096906,7.808696,0.652174,41.31,5.81872,6,3
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,weekday,Monday,48,-156.64,0.551149,-3.263333,0.479167,190.7,36.87946,43,6
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,weekday,Friday,61,71.84,1.245498,1.177705,0.508197,95.01,17.056226,33,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,weekday,Wednesday,49,85.17,1.297475,1.738163,0.489796,159.19,24.454652,32,10
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,weekday,Tuesday,48,126.54,1.563176,2.63625,0.5625,73.73,12.068091,24,4
mt5_rt_s264_aia_adx2025_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,adx2025,trend_strength_non_calendar,routed_total,weekday,Thursday,47,178.02,2.007242,3.78766,0.595745,58.55,10.291248,14,4
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_mid,75,-122.2,0.700071,-1.629333,0.466667,172.9,31.875081,74,5
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_late,73,48.64,1.163518,0.666301,0.479452,109.73,18.918966,61,6
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_early,75,124.27,1.39447,1.656933,0.546667,97.17,14.148636,24,4
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,12,3,-49.83,0.0,-16.61,0.0,49.83,9.966,3,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,01,1,-23.45,0.0,-23.45,0.0,23.45,4.69,1,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,09,1,-16.56,0.0,-16.56,0.0,16.56,3.312,1,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,02,1,-16.13,0.0,-16.13,0.0,16.13,3.226,1,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,16,64,-14.9,0.968454,-0.232812,0.40625,191.92,29.70484,53,6
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,17,79,-13.63,0.949282,-0.172532,0.468354,91.58,16.16536,51,6
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,19,2,-8.85,0.156339,-4.425,0.5,10.49,2.098,2,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,20,2,7.13,5.62987,3.565,0.5,1.54,0.308,1,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,21,4,19.01,inf,4.7525,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,22,4,42.16,2.278738,10.54,0.5,16.69,3.338,1,1
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,18,61,98.11,1.767204,1.608361,0.639344,39.41,7.829542,23,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,direction,buy,83,-43.18,0.837516,-0.520241,0.46988,124.56,21.917615,60,5
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,direction,sell,140,93.89,1.124494,0.670643,0.514286,161.58,24.429258,118,5
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-06,9,-65.44,0.331972,-7.271111,0.222222,67.64,13.468738,8,5
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-03,15,-38.28,0.542488,-2.552,0.4,44.5,8.892708,12,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-09,19,-23.29,0.702174,-1.225789,0.526316,49.96,9.939717,18,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-08,25,-22.21,0.806297,-0.8884,0.48,37.5,7.38189,24,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-07,23,-10.83,0.890639,-0.47087,0.521739,70.3,13.905647,22,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-04,20,-2.71,0.976268,-0.1355,0.55,97.17,17.333524,16,4
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-10,26,0.01,1.000102,0.000385,0.423077,71.23,12.624284,20,4
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-12,24,2.99,1.027003,0.124583,0.5,75.38,15.076,20,6
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-05,13,16.13,1.24252,1.240769,0.615385,28.29,5.207835,4,2
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-11,17,29.87,1.405127,1.757059,0.470588,41.26,8.252,8,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-01,17,69.42,3.053846,4.083529,0.647059,18.06,3.075194,5,2
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,month,2024-02,15,95.05,2.929166,6.336667,0.533333,23.59,3.874009,5,3
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,weekday,Monday,46,-97.09,0.599282,-2.110652,0.478261,113.77,22.52024,42,4
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,weekday,Tuesday,47,-30.55,0.872352,-0.65,0.446809,85.19,15.405063,37,7
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,weekday,Wednesday,38,-12.41,0.939543,-0.326579,0.421053,136.24,24.088546,29,10
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,weekday,Friday,51,7.8,1.035237,0.152941,0.490196,85.71,16.244646,44,5
mt5_rt_s264_aia_dilowq33_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,dilowq33,directional_imbalance_replacement,routed_total,weekday,Thursday,41,182.96,2.638399,4.462439,0.658537,33.08,5.916123,7,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_mid,85,-112.71,0.793454,-1.326,0.458824,223.25,38.959566,75,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_late,83,158.68,1.401559,1.911807,0.554217,96.42,16.280287,31,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_early,85,258.96,1.666564,3.046588,0.564706,86.94,11.148727,47,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,12,3,-61.57,0.0,-20.523333,0.0,61.57,12.314,3,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,01,1,-26.52,0.0,-26.52,0.0,26.52,5.304,1,1
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,19,2,-25.67,0.0,-12.835,0.0,25.67,5.134,2,2
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,09,1,-21.15,0.0,-21.15,0.0,21.15,4.23,1,1
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,02,1,-20.53,0.0,-20.53,0.0,20.53,4.106,1,1
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,20,2,8.71,6.153846,4.355,0.5,1.69,0.338,1,1
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,21,2,11.39,inf,5.695,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,22,4,58.45,2.491452,14.6125,0.5,20.04,3.83,1,1
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,16,70,96.21,1.1633,1.374429,0.471429,152.08,22.283437,38,8
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,17,91,104.92,1.312067,1.152967,0.527473,96.99,14.827781,55,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,18,75,153.04,1.736974,2.040533,0.613333,50.06,9.834777,31,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,direction,buy,102,2.93,1.007199,0.028725,0.490196,152.0,24.128899,67,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,direction,sell,151,302.0,1.327428,2.0,0.549669,143.51,20.144864,54,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-07,26,-96.82,0.45132,-3.723846,0.384615,147.09,28.999251,25,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-03,17,-56.59,0.520017,-3.328824,0.352941,67.59,13.227006,12,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-06,11,-51.6,0.594116,-4.690909,0.363636,82.88,16.0232,7,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-08,28,0.46,1.003446,0.016429,0.535714,48.72,8.875125,9,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-09,26,7.25,1.080529,0.278846,0.576923,33.49,6.698,25,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-12,20,23.47,1.175792,1.1735,0.5,76.17,15.234,14,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-10,23,33.0,1.331592,1.434783,0.434783,52.62,9.088083,18,5
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-04,24,47.4,1.363664,1.975,0.583333,62.13,10.778412,19,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-05,17,59.93,1.641511,3.525294,0.647059,35.32,5.96914,5,2
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-01,19,69.87,2.279436,3.677368,0.578947,25.43,4.329616,7,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-11,19,88.96,2.018898,4.682105,0.631579,58.97,11.595713,10,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,month,2024-02,23,179.6,3.096906,7.808696,0.652174,41.31,5.81872,6,3
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,weekday,Monday,48,-156.64,0.551149,-3.263333,0.479167,190.7,36.87946,43,6
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,weekday,Friday,61,71.84,1.245498,1.177705,0.508197,95.01,17.056226,33,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,weekday,Wednesday,49,85.17,1.297475,1.738163,0.489796,159.19,24.454652,32,10
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,weekday,Tuesday,48,126.54,1.563176,2.63625,0.5625,73.73,12.068091,24,4
mt5_rt_s264_aih_adx2025_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,adx2025,trend_strength_non_calendar,routed_total,weekday,Thursday,47,178.02,2.007242,3.78766,0.595745,58.55,10.291248,14,4
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_mid,75,-122.2,0.700071,-1.629333,0.466667,172.9,31.875081,74,5
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_late,73,48.64,1.163518,0.666301,0.479452,109.73,18.918966,61,6
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_early,75,124.27,1.39447,1.656933,0.546667,97.17,14.148636,24,4
