run_id,source_variant_id,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,50.28,1.27,50,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,115.33,4.4,11,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,97.96,1.42,61,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,56.49,1.18,66,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-36.6,0.85,25,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v12_wfo_fold07_mt5_v1,v12_base_leaf20_q95,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,93.19,1.27,90,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v12_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v12_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,44.18,1.1,101,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,140.08,1.98,20,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,53.07,1.11,118,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,187.72,1.48,116,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-143.49,0.66,38,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v13_wfo_fold07_mt5_v1,v13_base_margin002_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,233.43,1.52,157,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v13_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v13_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,83.18,1.22,94,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,112.23,1.88,17,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,116.85,1.29,106,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,130.09,1.32,113,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-96.99,0.73,29,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v14_wfo_fold07_mt5_v1,v14_base_margin005_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,182.03,1.42,142,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v14_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v14_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-65.56,0.8,57,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-33.32,0.78,14,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-33.83,0.9,69,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,-30.48,0.9,66,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-47.47,0.81,19,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v15_wfo_fold07_mt5_v1,v15_base_short_only_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,3.83,1.01,86,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v15_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v15_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,74.23,1.62,40,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,26.53,2.48,5,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,86.36,1.64,46,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,132.79,1.82,51,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,99.34,1.67,21,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v16_wfo_fold07_mt5_v1,v16_base_long_only_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,133.4,1.63,74,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v16_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v16_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,248.02,1.94,83,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,208.08,3.25,18,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,198.66,1.57,106,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,211.26,1.52,110,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,51.68,1.12,43,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v17_wfo_fold07_mt5_v1,v17_top30_features_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,257.12,1.51,158,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v17_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v17_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,196.55,1.55,90,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,112.32,1.65,22,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,251.07,1.74,107,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,99.39,1.25,104,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,51.01,1.14,35,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v18_wfo_fold07_mt5_v1,v18_core42_features_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,116.24,1.25,138,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v18_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v18_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,129.14,1.24,174,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,44.11,1.2,27,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,50.56,1.08,200,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,71.87,1.08,261,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-115.57,0.79,43,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v19_wfo_fold07_mt5_v1,v19_context16_features_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,48.4,1.05,304,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v19_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v19_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-68.5,0.86,101,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-150.63,0.46,20,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-77.88,0.86,119,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,-202.91,0.66,116,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,129.91,1.41,45,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v20_wfo_fold07_mt5_v1,v20_base_inverse_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,-220.93,0.68,165,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v20_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v20_wfo_fold07_mt5_v1_routed_oos.htm
