stage_num,stage_id,candidate_id,split,attempt_name,symbol,period,model,deposit,leverage,optimization,execution_mode,use_local,use_remote,use_cloud,from_date,to_date,report,set_path,set_sha256,ini_path,ini_sha256,fixed_lot,max_positions,max_hold_bars,atr_sltp_enabled,atr_stop_multiplier,atr_take_profit_multiplier,model_backend,feature_count,decision_mode,entry_transition_only,reentry_cooldown,same_direction_reentry_cooldown,spread_identity,commission_identity,slippage_identity,swap_identity,runtime_dd_percent,proxy_dd,dd_basis_read,runtime_dd_gt10,runtime_trade_count,runtime_pf,runtime_net_profit
28,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,f28b_0001,oos,f66_f28_f28b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f28_f28b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f28_f28b_0001_oos.set,9141ba20b511881b168d6569ee67f1f871d3b2abd1c96f2fb228e33239cbf5ee,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f28_f28b_0001_oos.ini,ddf3ceb033f6332ea546ec932ee6993c3cc72d11000594f96003cbca559f05e7,0.1,1,12,false,,,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,40.4,16.19796537785918,runtime_much_worse_ge10pp,true,195,1.0,0.41
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,validation_is,f66_f29_f29b_0274_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f29_f29b_0274_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f29_f29b_0274_validation_is.set,10a3212e688907d6fa84fcb3e2a5811fe587624b33efb0f57535414f94a7631a,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f29_f29b_0274_validation_is.ini,3c596bd3226bb9f357d3d50b48c433b5d4e561c1d55ffaff2ef96b8038db0960,0.1,1,12,false,,,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,38.83,11.821000866222564,runtime_much_worse_ge10pp,true,108,1.47,266.16
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,oos,f66_f29_f29b_0274_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f29_f29b_0274_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f29_f29b_0274_oos.set,b3252d3e1597ce4e4d2d151d8106c31fe71c398e8988da1ec28ef9445079b83c,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f29_f29b_0274_oos.ini,112418d532f6f2af5927eb653de7d457f1d0293b83e19c65ae7f77f87149a70d,0.1,1,12,false,,,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,20.12,12.747957596658955,runtime_worse_lt10pp,true,74,1.1,35.59
30,stage_frontier_30__train_density_preserving_selector_before_loss_veto_or_exit_shape_pivot_onnx_scout,f30b_0214,validation_is,f66_f30_f30b_0214_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f30_f30b_0214_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f30_f30b_0214_validation_is.set,a9cc032555e35c0ddcec837f053bb16e10dbb904e32cf2e7902ddb83eabf2ce7,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f30_f30b_0214_validation_is.ini,9f7c46d4661d8fea64da175cb89863c970dd09b533f072ae60bc64d6d066f40a,0.1,1,12,false,,,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,46.58,17.83932770445259,runtime_much_worse_ge10pp,true,275,1.11,131.85
30,stage_frontier_30__train_density_preserving_selector_before_loss_veto_or_exit_shape_pivot_onnx_scout,f30b_0214,oos,f66_f30_f30b_0214_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f30_f30b_0214_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f30_f30b_0214_oos.set,1fd6b80a3735a68841b41783f41de5b7a960b14be696a8aa296e739399e3c9b1,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f30_f30b_0214_oos.ini,7107cdc617472455eab1cf8f88a70c86bba6d258140c4bd14d3b9e48510ae265,0.1,1,12,false,,,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,51.63,13.416198605786622,runtime_much_worse_ge10pp,true,208,0.89,-99.72
31,stage_frontier_31__exit_shape_pivot_for_density_preserved_source_scout_pf_lift_onnx_scout,f31b_0013,validation_is,f66_f31_f31b_0013_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f31_f31b_0013_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f31_f31b_0013_validation_is.set,01d3078dc588166e8c8da5c936e4649b48c0ce3b8e5c1ece4fecb33426757077,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f31_f31b_0013_validation_is.ini,71f3ae387ca91f896dfc7ce266fc01db980dba720a1a43be7e2fead427d9c216,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,22.93,4.707614901905055,runtime_breaks_dd10_proxy_under10,true,341,0.98,-20.67
31,stage_frontier_31__exit_shape_pivot_for_density_preserved_source_scout_pf_lift_onnx_scout,f31b_0013,oos,f66_f31_f31b_0013_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f31_f31b_0013_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f31_f31b_0013_oos.set,8783bb2959ab06c7218e86ba7931bcedd196b5995c1dd533f025f6d43bb87ab5,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f31_f31b_0013_oos.ini,458ad9e1e514b752def3c8afea0dc530f2f2971c0fce3bb9bd4df22de90ff28e,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,30.58,4.811684180485509,runtime_breaks_dd10_proxy_under10,true,259,1.0,2.31
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,validation_is,f66_f32_f32b_0004_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f32_f32b_0004_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f32_f32b_0004_validation_is.set,f443f7a42183be7df4aacd8726a5bc1d439aeada3c4020b808a853a1cb91c1e9,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f32_f32b_0004_validation_is.ini,ff7985ef9785e5bd12522d0986fa7b4112289f484dab9c0595f07010f285cd32,0.1,1,12,true,1,0,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,24.09,9.664658482174293,runtime_breaks_dd10_proxy_under10,true,330,0.98,-19.32
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,oos,f66_f32_f32b_0004_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f32_f32b_0004_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f32_f32b_0004_oos.set,98f881c116bc5e73d431efeaa8b7218a9b639e1244376b52cbc26908081207a2,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f32_f32b_0004_oos.ini,a7edca99c370fb150b863353ccff98447e89de15a58c71aa243b9a20a471f61f,0.1,1,12,true,1,0,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,29.23,17.33596359376264,runtime_much_worse_ge10pp,true,254,1.02,14.5
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,validation_is,f66_f33_f33b_0176_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f33_f33b_0176_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f33_f33b_0176_validation_is.set,2bf54672b299bdd8bfa6b9d9d4d404a9a54ab8cbdfa096223c641804840f7ead,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f33_f33b_0176_validation_is.ini,b75ed08a0088bb66a39de326c4cfab8f6e8830561d1f220774d08e1eee0d1aa0,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,12.1,19.953187780935224,proxy_worse_lt10pp,true,205,1.08,42.25
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,oos,f66_f33_f33b_0176_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f33_f33b_0176_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f33_f33b_0176_oos.set,51d9da823d7190b1e948787ede3689d5ae101097ba1bbbd7cfd083e7a8573a32,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f33_f33b_0176_oos.ini,d0fce92de2c67f5ff172d70219b4bfcb131d8be9c0fb37bcc8dbb179f29f343b,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,33.36,22.759550629658122,runtime_much_worse_ge10pp,true,161,0.77,-112.95
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,validation_is,f66_f35_f35b_0044_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f35_f35b_0044_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f35_f35b_0044_validation_is.set,9f1ef77bcb277aef60151a59538c8c38d21f6afc00ad449d9a5b3e5e3a1b267b,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f35_f35b_0044_validation_is.ini,96c67e741b39341b7b9fcc0cf81fe71c5adc81fd15fe946787516c18ca2b2140,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,5.78,9.2646881927563,proxy_worse_lt10pp,false,14,1.25,9.31
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,oos,f66_f35_f35b_0044_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f35_f35b_0044_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f35_f35b_0044_oos.set,4c920ef01706c913a49b253ed2959e39d2e7f955cbf004f767b6f8ea1d443fb9,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f35_f35b_0044_oos.ini,6420978029d8c0b5a078a130117be327df20ce24d6bceabec1edb4c55df9ee82,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,3.53,9.476136107660038,proxy_worse_lt10pp,false,8,1.66,11.57
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,validation_is,f66_f36_f36b_0209_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f36_f36b_0209_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f36_f36b_0209_validation_is.set,72e7fcb60d44510c3e8b63f49533b8c019aa343734e61b7d561a87ea33cb4c3c,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f36_f36b_0209_validation_is.ini,c5a613dd6c2a4dc60690f138e662a13035e6b77d82b00be717a5bca60865eb91,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,19.51,9.903307663911054,runtime_breaks_dd10_proxy_under10,true,328,0.99,-5.83
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,oos,f66_f36_f36b_0209_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f36_f36b_0209_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f36_f36b_0209_oos.set,09eaa20af2050d2b8d97a08d86ce355bdfa0192d7edb6f6563ee8d40603cd7b6,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f36_f36b_0209_oos.ini,1dfd0c69c98833111e61231227a1f3b992998f319f83a45e149b3b293f04aa2b,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,11.55,8.217911915060295,runtime_breaks_dd10_proxy_under10,true,233,1.27,193.61
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,validation_is,f66_f37_f37b_0017_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f37_f37b_0017_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f37_f37b_0017_validation_is.set,50f08f9e8024372ec82c48064cdd5c378b6bc401b084a2fb11ccad8359db1ebd,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f37_f37b_0017_validation_is.ini,970928a3ec8ce6402bcf684b7ddca27454d488a0a286d2dd987a8c77a9c20a2f,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,15.33,10.983949026328844,runtime_worse_lt10pp,true,592,1.06,71.99
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,oos,f66_f37_f37b_0017_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f37_f37b_0017_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f37_f37b_0017_oos.set,aee53a1f27bf23ad196a709114b08f34545b89e37f9ec901b95845a6f8c0a2f5,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f37_f37b_0017_oos.ini,9d0511117d129881a442438d756abda35f1d327fd6807ef2b80ea146922c90c5,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,9.09,6.597006895852509,runtime_worse_lt10pp,false,414,1.16,148.71
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,validation_is,f66_f38_f38c_0058_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f38_f38c_0058_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f38_f38c_0058_validation_is.set,ed0a7694b0555f5053e8ee3bd4c02762e1b2321108abe43bdc1eb14427bce998,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f38_f38c_0058_validation_is.ini,12949daaf86320d8aa0d41b4409f1e53ce04fa7dbbf76051a817d8de0fe6063a,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,19.3,,missing_dd_basis,true,739,0.97,-32.33
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,oos,f66_f38_f38c_0058_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f38_f38c_0058_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f38_f38c_0058_oos.set,5c54813dab6be5ad32d5ff67ef021d7d62324368c18f029c965a292f3d1b3181,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f38_f38c_0058_oos.ini,f610a5d3334327b097dbb3fa7b806424e356adac9b48e03c94eb0809008ab10b,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,14.95,,missing_dd_basis,true,565,1.11,97.63
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,validation_is,f66_f39_f39b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f39_f39b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f39_f39b_0001_validation_is.set,a5112c6663086345b93994efaea5412b958c1478936bc215463fd9698fb412c8,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f39_f39b_0001_validation_is.ini,d6348a6363bdee4f6faf351ca4108de6b25eb2b23ff26273aec7a0fff0edef52,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,21.12,,missing_dd_basis,true,391,0.92,-48.68
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,oos,f66_f39_f39b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f39_f39b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f39_f39b_0001_oos.set,5f4141836bc32106b449799d0cd428ecc56779a49b4d318ea71813ffe11b5b7d,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f39_f39b_0001_oos.ini,5abbc09024e524c6eae6087b46746551187a3430155c22af656702f6c4d6c011,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,10.67,,missing_dd_basis,true,286,1.24,117.65
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,validation_is,f66_f40_f40b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f40_f40b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f40_f40b_0001_validation_is.set,cf9c99d5102ab75d8de32a4ac3fdfaea872a0eb15f77edac1774da396abea02b,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f40_f40b_0001_validation_is.ini,5a22dc96ac12aca9b33575a1c609da89f304a38b76b35eb55af0af9c4f76a6c9,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,12.67,11.866723092387376,near_aligned_within_1pp,true,448,1.13,142.98
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,oos,f66_f40_f40b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f40_f40b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f40_f40b_0001_oos.set,fe1101134da09ea941d4d788aee90cae69b01428b71cd81c139d7d0dc566efb6,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f40_f40b_0001_oos.ini,e678e150f604e1eff64ee98221d544752806041ea48c0317828df65080e329bf,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,14.2,13.517069933948711,near_aligned_within_1pp,true,318,1.17,143.41
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,validation_is,f66_f41_f40b_0013_initial_exit_family_hold04_s18_t8_66093ce3,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f41_f40b_0013_initial_exit_family_hold04_s18_t8_66093ce3,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f41_f40b_0013_initial_exit_family_hold04_s18_t8_66093ce3.set,9c203cbcc15934f7862a620d5cbd3c6aac704bed751ef31f133c7bc7918b7511,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f41_f40b_0013_initial_exit_family_hold04_s18_t8_66093ce3.ini,d82b96fa619cabe0b619fe19dab6a5517b714a5153dd0784edfc8cb7bf1a78d1,0.1,1,4,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,14.65,6.040411274976288,runtime_breaks_dd10_proxy_under10,true,640,1.04,42.5
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,oos,f66_f41_f40b_0013_initial_exit_family_hold04_s18_t86_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f41_f40b_0013_initial_exit_family_hold04_s18_t86_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f41_f40b_0013_initial_exit_family_hold04_s18_t86_oos.set,b12fe3ae6e1ae77629b811c2a7008baea5d718c28218c29dca59359a383e7798,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f41_f40b_0013_initial_exit_family_hold04_s18_t86_oos.ini,5e23309b758948a906ae52e8b0237564dfc0bffd274b4d39e17d597557ef8c08,0.1,1,4,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,10.75,5.184044722057413,runtime_breaks_dd10_proxy_under10,true,433,1.1,73.03
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,validation_is,f66_f42_f40b_0010_session_morning_5_120_session_mor_3b94bd0c,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f42_f40b_0010_session_morning_5_120_session_mor_3b94bd0c,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f42_f40b_0010_session_morning_5_120_session_mor_3b94bd0c.set,dbbf7f87358efaa1a5424363c9ef350d61ceb3618c44886cda713a613dba3226,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f42_f40b_0010_session_morning_5_120_session_mor_3b94bd0c.ini,152e98c7bd31c45b7e228f107711e24feea0e5037f522220fa759c7ece2c09ea,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,17.88,7.518263157657257,runtime_breaks_dd10_proxy_under10,true,854,1.03,40.26
