stage_num,stage_id,candidate_id,split,proxy_dd,runtime_dd_percent,dd_delta_runtime_minus_proxy,runtime_to_proxy_dd_ratio,proxy_dd_bucket,runtime_dd_bucket,dd_basis_read,proxy_dd_field,proxy_dd_family,runtime_dd_field,metric_fields_used,gap_causes,claim_boundary
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,validation_is,9.664658482174293,24.09,14.425341517825707,2.492586783530129,lt10,20_to_50,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,oos,17.33596359376264,29.23,11.894036406237362,1.6860902967353228,10_to_20,20_to_50,runtime_much_worse_ge10pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,validation_is,19.953187780935224,12.1,-7.853187780935224,0.6064193918708694,10_to_20,10_to_20,proxy_worse_lt10pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,oos,22.759550629658122,33.36,10.600449370341877,1.465758289468526,20_to_50,20_to_50,runtime_much_worse_ge10pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,validation_is,9.2646881927563,5.78,-3.484688192756299,0.6238742070692846,lt10,lt10,proxy_worse_lt10pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": """", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,oos,9.476136107660038,3.53,-5.946136107660038,0.3725147000734322,lt10,lt10,proxy_worse_lt10pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": """", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,validation_is,9.903307663911054,19.51,9.606692336088948,1.9700488626741335,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,oos,8.217911915060295,11.55,3.3320880849397057,1.4054665125861547,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,validation_is,10.983949026328844,15.33,4.346050973671156,1.3956729008167779,10_to_20,10_to_20,runtime_worse_lt10pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,oos,6.597006895852509,9.09,2.492993104147491,1.3778976047023412,lt10,lt10,runtime_worse_lt10pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,validation_is,,19.3,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,oos,,14.95,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,validation_is,,21.12,,,missing,20_to_50,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,oos,,10.67,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,validation_is,11.866723092387376,12.67,0.8032769076126236,1.0676915523652806,10_to_20,10_to_20,near_aligned_within_1pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,oos,13.517069933948711,14.2,0.6829300660512878,1.0505235283525522,10_to_20,10_to_20,near_aligned_within_1pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,validation_is,6.040411274976288,14.65,8.609588725023713,2.4253315433488445,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,oos,5.184044722057413,10.75,5.565955277942587,2.0736703821747904,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,validation_is,7.518263157657257,17.88,10.361736842342742,2.378208852903671,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,oos,6.519356916272667,22.51,15.990643083727335,3.452794545396621,lt10,20_to_50,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,validation_is,8.343153154726302,38.4,30.056846845273697,4.602576422589921,lt10,20_to_50,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,oos,6.0925651222027755,16.23,10.137434877797226,2.6639025885589582,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,validation_is,,7.94,,,missing,lt10,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,oos,,10.81,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,validation_is,,14.88,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,oos,,16.08,,,missing,10_to_20,missing_dd_basis,,missing_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,validation_is,24.590590885523888,33.67,9.079409114476114,1.3692228932904995,20_to_50,20_to_50,runtime_worse_lt10pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,oos,16.74521883449449,36.6,19.85478116550551,2.1856985185888074,10_to_20,20_to_50,runtime_much_worse_ge10pp,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,validation_is,8.848376547242854,20.16,11.311623452757146,2.2783840507196587,lt10,20_to_50,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,oos,5.670355235945479,10.95,5.27964476405452,1.9310959444984734,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,validation_is,9.32068457099996,16.65,7.329315429000038,1.7863494760679064,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,oos,5.569138002438323,11.05,5.480861997561678,1.9841490721116992,lt10,10_to_20,runtime_breaks_dd10_proxy_under10,oos_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
49,stage_frontier_49__short_pf_edge_forward_floor_state_machine_after_f48_event_risk_memory,f49c_0001,validation_is,11.05877842171833,24.97,13.911221578281669,2.2579347417759474,10_to_20,20_to_50,runtime_much_worse_ge10pp,validation_dd_risk,other_proxy_dd_field,max_drawdown_percent,"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}","[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
