trade_id,source,trade_index,side,entry_time,exit_time,entry_hour,entry_month,entry_quarter,pnl,p_short,p_flat,p_long,margin_vs_opposite,margin_vs_flat,claim_boundary,displaced_by
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0031,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-03-28T17:20:00,2025-03-28T17:50:00,17,2025-03,2025Q1,7.393,0.453304112,0.174741134,0.3719549179,0.0813491941,0.278562978,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0169,parent_kept(부모 유지),169,short,2025-03-28T18:10:00,2025-03-28T18:40:00,18,2025-03,2025Q1,-4.57,0.4662932754,0.2010280639,0.332678616,0.1336146594,0.2652652115,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0170,parent_kept(부모 유지),170,long,2025-04-01T17:05:00,2025-04-01T17:35:00,17,2025-04,2025Q2,-1.86,0.3662673533,0.258753866,0.3749786615,0.00871130819999999,0.11622479549999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0171,parent_kept(부모 유지),171,long,2025-04-01T17:40:00,2025-04-01T18:10:00,17,2025-04,2025Q2,13.76,0.3642252684,0.2595035732,0.3762710989,0.012045830499999965,0.11676752569999999,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0172,parent_kept(부모 유지),172,long,2025-04-01T18:15:00,2025-04-01T18:45:00,18,2025-04,2025Q2,-1.02,0.3585229814,0.2607038915,0.3807731569,0.022250175500000025,0.12006926540000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0173,parent_kept(부모 유지),173,long,2025-04-01T18:50:00,2025-04-01T19:20:00,18,2025-04,2025Q2,3.38,0.346521914,0.2638353407,0.3896428347,0.04312092070000001,0.12580749400000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0174,parent_kept(부모 유지),174,long,2025-04-01T19:25:00,2025-04-01T19:55:00,19,2025-04,2025Q2,-2.95,0.3433603048,0.2964067161,0.3602330089,0.01687270409999997,0.06382629279999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0175,parent_kept(부모 유지),175,long,2025-04-03T16:40:00,2025-04-03T17:10:00,16,2025-04,2025Q2,-15.02,0.4045150876,0.170422405,0.4250625372,0.02054744959999999,0.2546401322,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0176,parent_kept(부모 유지),176,long,2025-04-03T17:15:00,2025-04-03T17:45:00,17,2025-04,2025Q2,-5.13,0.3715061247,0.2196262181,0.4088676572,0.037361532500000016,0.18924143910000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0177,parent_kept(부모 유지),177,long,2025-04-03T17:50:00,2025-04-03T17:55:00,17,2025-04,2025Q2,-0.6,0.4148302376,0.1644269824,0.420742929,0.005912691400000003,0.2563159466,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0178,parent_kept(부모 유지),178,short,2025-04-03T17:55:00,2025-04-03T18:25:00,17,2025-04,2025Q2,-4.75,0.4644432366,0.1305274814,0.4050292969,0.059413939699999974,0.33391575519999994,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0179,parent_kept(부모 유지),179,long,2025-04-04T16:40:00,2025-04-04T17:10:00,16,2025-04,2025Q2,-5.7,0.3993955553,0.1732848138,0.4273195863,0.027924031000000016,0.2540347725,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0032,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-04-04T17:30:00,2025-04-04T18:00:00,17,2025-04,2025Q2,5.88,0.4435182214,0.1661301106,0.3903516829,0.0531665385,0.2773881108,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0180,parent_kept(부모 유지),180,long,2025-04-04T18:05:00,2025-04-04T18:35:00,18,2025-04,2025Q2,-11.33,0.3833637536,0.2180505842,0.3985856473,0.015221893699999989,0.1805350631,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0181,parent_kept(부모 유지),181,long,2025-04-04T18:40:00,2025-04-04T19:10:00,18,2025-04,2025Q2,3.29,0.3848591745,0.221944347,0.3931964934,0.008337318900000001,0.17125214640000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0033,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-04-04T19:40:00,2025-04-04T20:10:00,19,2025-04,2025Q2,7.417,0.4423875809,0.1992903948,0.3583219349,0.084065646,0.2430971861,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0182,parent_kept(부모 유지),182,long,2025-04-07T16:55:00,2025-04-07T17:25:00,16,2025-04,2025Q2,33.88,0.3929142952,0.2025201917,0.4045655131,0.01165121790000001,0.2020453214,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0183,parent_kept(부모 유지),183,long,2025-04-07T17:30:00,2025-04-07T18:00:00,17,2025-04,2025Q2,29.2,0.3904235661,0.1475476325,0.4620288908,0.07160532469999997,0.31448125829999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0184,parent_kept(부모 유지),184,long,2025-04-07T18:05:00,2025-04-07T18:35:00,18,2025-04,2025Q2,-42.71,0.3985983431,0.1575204432,0.4438812435,0.04528290040000005,0.2863608003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0185,parent_kept(부모 유지),185,long,2025-04-07T18:45:00,2025-04-07T19:15:00,18,2025-04,2025Q2,-23.95,0.3700755239,0.21835576,0.4115686715,0.0414931476,0.19321291149999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0186,parent_kept(부모 유지),186,long,2025-04-07T19:20:00,2025-04-07T19:50:00,19,2025-04,2025Q2,-1.01,0.3684550524,0.2469239235,0.3846211135,0.016166061100000018,0.13769719,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0187,parent_kept(부모 유지),187,long,2025-04-07T20:15:00,2025-04-07T20:45:00,20,2025-04,2025Q2,21.37,0.3611720204,0.2624288201,0.3763991594,0.015227139,0.1139703393,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0188,parent_kept(부모 유지),188,long,2025-04-07T20:50:00,2025-04-07T21:20:00,20,2025-04,2025Q2,8.42,0.3540514708,0.2254039347,0.4205445647,0.06649309390000002,0.19514063,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0189,parent_kept(부모 유지),189,long,2025-04-07T21:25:00,2025-04-07T21:55:00,21,2025-04,2025Q2,-21.76,0.3561086953,0.2279259861,0.4159653187,0.059856623399999975,0.18803933259999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0034,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-04-08T18:05:00,2025-04-08T18:35:00,18,2025-04,2025Q2,12.892,0.4438780248,0.1754131317,0.3807089329,0.0631690919,0.2684648931,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0190,parent_kept(부모 유지),190,short,2025-04-08T18:35:00,2025-04-08T19:05:00,18,2025-04,2025Q2,-0.66,0.4518406987,0.1797247082,0.3684345782,0.08340612050000001,0.2721159905,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0035,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-04-08T19:25:00,2025-04-08T19:55:00,19,2025-04,2025Q2,12.055,0.4464233816,0.1563516557,0.3972249031,0.0491984785,0.2900717259,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0192,parent_kept(부모 유지),192,short,2025-04-08T20:05:00,2025-04-08T20:35:00,20,2025-04,2025Q2,18.53,0.4665219486,0.1319311261,0.4015468359,0.0649751127,0.33459082250000005,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0193,parent_kept(부모 유지),193,long,2025-04-08T20:50:00,2025-04-08T21:20:00,20,2025-04,2025Q2,2.06,0.3617550135,0.2307622284,0.4074825943,0.0457275808,0.1767203659,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0194,parent_kept(부모 유지),194,long,2025-04-08T21:25:00,2025-04-08T21:55:00,21,2025-04,2025Q2,-11.21,0.3663621545,0.2416925132,0.3919453323,0.025583177800000023,0.15025281910000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0195,parent_kept(부모 유지),195,long,2025-04-09T16:40:00,2025-04-09T17:10:00,16,2025-04,2025Q2,-3.75,0.351889044,0.1897937059,0.4583172798,0.10642823579999999,0.2685235739,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0196,parent_kept(부모 유지),196,long,2025-04-09T17:15:00,2025-04-09T17:45:00,17,2025-04,2025Q2,4.82,0.397779882,0.1477712095,0.4544490576,0.05666917560000001,0.3066778481,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0197,parent_kept(부모 유지),197,long,2025-04-09T18:15:00,2025-04-09T18:45:00,18,2025-04,2025Q2,-7.27,0.3671597242,0.2455573976,0.3872828782,0.020123154000000032,0.1417254806,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0198,parent_kept(부모 유지),198,long,2025-04-09T18:55:00,2025-04-09T19:25:00,18,2025-04,2025Q2,9.98,0.374040246,0.2183572352,0.4076025486,0.03356230259999998,0.1892453134,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0199,parent_kept(부모 유지),199,long,2025-04-09T19:30:00,2025-04-09T20:00:00,19,2025-04,2025Q2,7.29,0.3871751726,0.2048085332,0.4080162346,0.02084106200000002,0.20320770140000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0200,parent_kept(부모 유지),200,long,2025-04-09T20:05:00,2025-04-09T20:35:00,20,2025-04,2025Q2,102.29,0.3712840974,0.2290078849,0.3997080922,0.028423994799999963,0.17070020729999996,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0201,parent_kept(부모 유지),201,long,2025-04-10T16:40:00,2025-04-10T17:10:00,16,2025-04,2025Q2,-12.1,0.3904910088,0.1991172433,0.4103917778,0.01990076900000004,0.21127453450000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0202,parent_kept(부모 유지),202,long,2025-04-10T17:30:00,2025-04-10T18:00:00,17,2025-04,2025Q2,-5.97,0.3879082203,0.188837409,0.4232544005,0.03534618020000002,0.2344169915,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0203,parent_kept(부모 유지),203,long,2025-04-10T18:15:00,2025-04-10T18:45:00,18,2025-04,2025Q2,-18.65,0.3721908927,0.2318438888,0.3959651887,0.023774296000000028,0.16412129990000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0204,parent_kept(부모 유지),204,short,2025-04-10T18:55:00,2025-04-10T19:25:00,18,2025-04,2025Q2,31.81,0.4592655897,0.177646637,0.3630877733,0.09617781639999995,0.2816189527,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0205,parent_kept(부모 유지),205,short,2025-04-10T19:30:00,2025-04-10T20:00:00,19,2025-04,2025Q2,-30.07,0.4601110518,0.1852433085,0.3546456695,0.10546538230000002,0.27486774329999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0206,parent_kept(부모 유지),206,long,2025-04-10T20:05:00,2025-04-10T20:35:00,20,2025-04,2025Q2,-6.26,0.3819178343,0.195159927,0.4229221344,0.0410043001,0.22776220739999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0207,parent_kept(부모 유지),207,long,2025-04-10T20:40:00,2025-04-10T21:10:00,20,2025-04,2025Q2,9.38,0.3828757703,0.206534788,0.410589397,0.02771362670000005,0.20405460900000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0208,parent_kept(부모 유지),208,long,2025-04-10T21:15:00,2025-04-10T21:45:00,21,2025-04,2025Q2,32.47,0.4018596113,0.1615588516,0.4365815818,0.03472197050000003,0.2750227302,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0209,parent_kept(부모 유지),209,long,2025-04-10T21:50:00,2025-04-11T16:50:00,21,2025-04,2025Q2,2.49,0.3735782206,0.2012660056,0.4251556993,0.05157747870000001,0.22388969370000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0210,parent_kept(부모 유지),210,long,2025-04-11T16:55:00,2025-04-11T17:25:00,16,2025-04,2025Q2,-27.0,0.3732067347,0.2080767602,0.4187164903,0.045509755600000035,0.21063973010000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0211,parent_kept(부모 유지),211,long,2025-04-11T17:40:00,2025-04-11T18:10:00,17,2025-04,2025Q2,-2.8,0.3866759539,0.1843151301,0.4290089309,0.042332976999999994,0.24469380079999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0212,parent_kept(부모 유지),212,long,2025-04-11T18:35:00,2025-04-11T19:05:00,18,2025-04,2025Q2,12.49,0.3601277471,0.244101122,0.3957710564,0.03564330929999998,0.15166993439999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0213,parent_kept(부모 유지),213,long,2025-04-11T19:10:00,2025-04-11T19:40:00,19,2025-04,2025Q2,15.63,0.3769660592,0.2396755368,0.3833584785,0.006392419300000007,0.14368294169999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0214,parent_kept(부모 유지),214,long,2025-04-11T19:45:00,2025-04-11T20:15:00,19,2025-04,2025Q2,-4.52,0.3584935367,0.2421443462,0.3993621469,0.04086861019999999,0.1572178007,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0215,parent_kept(부모 유지),215,long,2025-04-11T20:20:00,2025-04-11T20:50:00,20,2025-04,2025Q2,15.27,0.3702904582,0.2225444466,0.4071651995,0.036874741300000013,0.18462075290000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0216,parent_kept(부모 유지),216,long,2025-04-11T20:55:00,2025-04-11T21:25:00,20,2025-04,2025Q2,-8.97,0.3799308538,0.2220118344,0.3980573416,0.01812648779999998,0.1760455072,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0217,parent_kept(부모 유지),217,long,2025-04-11T21:30:00,2025-04-11T22:00:00,21,2025-04,2025Q2,-2.82,0.360345602,0.2665114999,0.3731430173,0.012797415300000003,0.10663151739999999,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0218,parent_kept(부모 유지),218,long,2025-04-14T17:10:00,2025-04-14T17:40:00,17,2025-04,2025Q2,4.88,0.3917871118,0.2057325989,0.4024802744,0.010693162600000028,0.1967476755,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0219,parent_kept(부모 유지),219,long,2025-04-14T17:45:00,2025-04-14T18:15:00,17,2025-04,2025Q2,-10.78,0.3527897298,0.2425958812,0.4046142995,0.05182456969999999,0.1620184183,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0220,parent_kept(부모 유지),220,long,2025-04-14T18:20:00,2025-04-14T18:35:00,18,2025-04,2025Q2,-6.93,0.400318712,0.1948774308,0.4048038125,0.0044851005000000055,0.20992638170000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0221,parent_kept(부모 유지),221,short,2025-04-14T18:35:00,2025-04-14T19:05:00,18,2025-04,2025Q2,11.78,0.4592450261,0.1383795887,0.4023753107,0.05686971540000002,0.3208654374,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0222,parent_kept(부모 유지),222,long,2025-04-14T19:40:00,2025-04-14T20:10:00,19,2025-04,2025Q2,-2.92,0.3828029335,0.226777941,0.3904190063,0.007616072799999984,0.16364106529999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0223,parent_kept(부모 유지),223,long,2025-04-14T20:15:00,2025-04-14T20:45:00,20,2025-04,2025Q2,1.42,0.361150533,0.2702673376,0.3685820997,0.007431566700000003,0.09831476210000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0224,parent_kept(부모 유지),224,long,2025-04-14T20:55:00,2025-04-14T21:25:00,20,2025-04,2025Q2,6.92,0.3570567071,0.2755222023,0.3674210012,0.010364294100000004,0.09189879889999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0225,parent_kept(부모 유지),225,long,2025-04-14T21:30:00,2025-04-14T22:00:00,21,2025-04,2025Q2,1.64,0.3520663381,0.2739418447,0.3739917278,0.02192538970000002,0.10004988310000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0226,parent_kept(부모 유지),226,long,2025-04-14T22:05:00,2025-04-15T17:05:00,22,2025-04,2025Q2,3.8,0.3491646647,0.2938142419,0.3570210636,0.007856398900000006,0.06320682170000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0227,parent_kept(부모 유지),227,long,2025-04-15T17:10:00,2025-04-15T17:40:00,17,2025-04,2025Q2,-9.43,0.3633261621,0.2639688849,0.3727049232,0.009378761099999966,0.1087360383,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0228,parent_kept(부모 유지),228,long,2025-04-15T17:50:00,2025-04-15T18:20:00,17,2025-04,2025Q2,3.94,0.3820600808,0.1956950575,0.4222448468,0.04018476600000004,0.22654978930000003,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0229,parent_kept(부모 유지),229,long,2025-04-15T18:40:00,2025-04-15T19:10:00,18,2025-04,2025Q2,3.03,0.3716712892,0.2335009724,0.3948278725,0.023156583300000033,0.1613269001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0230,parent_kept(부모 유지),230,long,2025-04-15T19:15:00,2025-04-15T19:45:00,19,2025-04,2025Q2,0.07,0.3691090941,0.2542090118,0.3766820133,0.007572919200000028,0.12247300150000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0231,parent_kept(부모 유지),231,long,2025-04-15T19:50:00,2025-04-15T20:20:00,19,2025-04,2025Q2,-9.42,0.3523704112,0.2862676084,0.36136204,0.008991628799999984,0.07509443160000001,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0232,parent_kept(부모 유지),232,long,2025-04-15T21:35:00,2025-04-15T22:05:00,21,2025-04,2025Q2,1.86,0.3522374034,0.2936375141,0.3541250527,0.001887649300000016,0.0604875386,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0233,parent_kept(부모 유지),233,long,2025-04-16T16:45:00,2025-04-16T17:15:00,16,2025-04,2025Q2,-8.62,0.3669832647,0.2565491199,0.376467675,0.009484410300000023,0.11991855509999999,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0234,parent_kept(부모 유지),234,long,2025-04-16T17:30:00,2025-04-16T18:00:00,17,2025-04,2025Q2,0.87,0.3753459454,0.2404777408,0.3841762543,0.008830308900000028,0.1436985135,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0235,parent_kept(부모 유지),235,long,2025-04-16T18:10:00,2025-04-16T18:40:00,18,2025-04,2025Q2,4.13,0.3713811636,0.2556987107,0.3729203045,0.0015391409000000134,0.11722159380000002,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0236,parent_kept(부모 유지),236,short,2025-04-16T20:55:00,2025-04-16T21:25:00,20,2025-04,2025Q2,-1.08,0.4617057145,0.1840245277,0.3542697132,0.10743600129999997,0.2776811868,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0237,parent_kept(부모 유지),237,short,2025-04-16T21:45:00,2025-04-17T16:45:00,21,2025-04,2025Q2,-16.89,0.4714265764,0.1780099869,0.3505634367,0.12086313970000001,0.29341658950000005,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0238,parent_kept(부모 유지),238,long,2025-04-17T16:55:00,2025-04-17T17:25:00,16,2025-04,2025Q2,-12.55,0.3861913085,0.2181173116,0.3956914246,0.009500116100000011,0.177574113,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
bm04_short_router_ps0440_h17_20_overlay_fixed6__syn0036,synthetic_fixed6_short_proxy(합성 고정6봉 숏 프록시),,short,2025-04-17T17:40:00,2025-04-17T18:10:00,17,2025-04,2025Q2,-9.67,0.4453849494,0.1804007888,0.3742142618,0.0711706876,0.2649841606,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0240,parent_kept(부모 유지),240,long,2025-04-17T18:25:00,2025-04-17T18:55:00,18,2025-04,2025Q2,-5.3,0.3746461272,0.2382417023,0.3871122599,0.012466132699999966,0.14887055759999998,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
parent_0241,parent_kept(부모 유지),241,long,2025-04-17T19:00:00,2025-04-17T19:30:00,19,2025-04,2025Q2,10.52,0.3706531823,0.2449204624,0.3844265044,0.013773322099999985,0.13950604199999997,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,
