attempt_name,artifact_slug,role,horizon_id,cost_level,net_profit_after_cost,profit_factor_after_cost,expectancy_after_cost,max_drawdown_after_cost,survives_pf_gt_1,stress_boundary
c56_bal_rf,c56_bal,negative_control_high_pressure,full_forward,0.0,1.45,1.004247,0.019333,106.45,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,full_forward,5.0,-237.94,0.437667,-3.09013,243.68,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,0.0,50.83,1.661591,1.882593,38.95,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,0.25,44.08,1.553908,1.632593,41.2,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,0.5,37.33,1.451445,1.382593,43.45,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,1.0,23.83,1.267003,0.882593,47.95,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,2.0,-3.17,0.969763,-0.117407,56.95,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,3.0,-30.17,0.75138,-1.117407,65.95,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,first_half,5.0,-84.17,0.472355,-3.117407,104.42,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,0.0,96.23,1.677676,1.9246,53.23,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,0.25,83.73,1.569592,1.6746,55.23,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,0.5,71.23,1.468618,1.4246,58.14,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,1.0,46.23,1.28537,0.9246,66.14,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,2.0,-3.77,0.979649,-0.0754,93.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,3.0,-53.77,0.743904,-1.0754,120.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,second_half,5.0,-153.77,0.416676,-3.0754,174.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,0.0,48.34,1.629181,1.859231,38.95,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,0.25,41.84,1.52576,1.609231,41.2,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,0.5,35.34,1.427379,1.359231,43.45,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,1.0,22.34,1.250308,0.859231,47.95,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,2.0,-3.66,0.96509,-0.140769,56.95,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,3.0,-29.66,0.754551,-1.140769,65.95,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-04,5.0,-81.66,0.479906,-3.140769,104.42,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,0.0,98.72,1.695211,1.935686,53.23,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,0.25,85.97,1.58483,1.685686,55.23,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,0.5,73.22,1.481711,1.435686,58.14,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,1.0,47.72,1.294568,0.935686,66.14,True,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,2.0,-3.28,0.982294,-0.064314,93.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,3.0,-54.28,0.742101,-1.064314,120.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,month_2026-05,5.0,-156.28,0.412746,-3.064314,174.14,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,0.0,-34.86,0.648907,-1.743,53.23,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,0.25,-39.86,0.609369,-1.993,55.23,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,0.5,-44.86,0.571906,-2.243,57.23,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,1.0,-54.86,0.502584,-2.743,61.23,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,2.0,-74.86,0.394484,-3.743,74.86,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,3.0,-94.86,0.313802,-4.743,94.86,False,synthetic round-trip account-currency cost; no retuning
c56_plain_rf,c56_plain,preserved_clue_not_selection,worst_pocket_c56_plain_rf,5.0,-134.86,0.198407,-6.743,134.86,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,0.0,269.88,1.487879,1.003271,68.57,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,0.25,202.63,1.347875,0.753271,75.07,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,0.5,135.38,1.220902,0.503271,81.57,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,1.0,0.88,1.001302,0.003271,125.47,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,2.0,-268.12,0.672597,-0.996729,292.13,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,3.0,-537.12,0.452304,-1.996729,553.22,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,full_forward,5.0,-1075.12,0.203851,-3.996729,1083.22,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,0.0,27.59,1.120291,0.242018,68.57,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,0.25,-0.91,0.996248,-0.007982,75.07,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,0.5,-29.41,0.885314,-0.257982,81.57,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,1.0,-86.41,0.696839,-0.757982,125.47,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,2.0,-200.41,0.428168,-1.757982,222.47,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,3.0,-314.41,0.265105,-2.757982,322.56,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,first_half,5.0,-542.41,0.110088,-4.757982,544.93,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,0.0,242.29,1.748247,1.563161,44.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,0.25,203.54,1.5987,1.313161,49.08,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,0.5,164.79,1.462361,1.063161,53.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,1.0,87.29,1.223231,0.563161,62.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,2.0,-67.71,0.855463,-0.436839,116.16,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,3.0,-222.71,0.597167,-1.436839,238.81,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,second_half,5.0,-532.71,0.280986,-3.436839,540.81,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,0.0,26.46,1.119039,0.245,68.57,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,0.25,-0.54,0.997697,-0.005,75.07,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,0.5,-27.54,0.888664,-0.255,81.57,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,1.0,-81.54,0.702017,-0.755,125.47,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,2.0,-189.54,0.432651,-1.755,222.47,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,3.0,-297.54,0.267936,-2.755,322.56,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-04,5.0,-513.54,0.111707,-4.755,530.56,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,0.0,243.42,1.735652,1.511925,44.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,0.25,203.17,1.583738,1.261925,49.08,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,0.5,162.92,1.445758,1.011925,53.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,1.0,82.42,1.204811,0.511925,62.58,True,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,2.0,-78.58,0.837929,-0.488075,116.16,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,3.0,-239.58,0.582795,-1.488075,255.68,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,month_2026-05,5.0,-561.58,0.272829,-3.488075,569.68,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,0.0,-62.79,0.275946,-3.1395,62.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,0.25,-67.79,0.24953,-3.3895,67.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,0.5,-72.79,0.226297,-3.6395,72.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,1.0,-82.79,0.184977,-4.1395,82.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,2.0,-102.79,0.11859,-5.1395,102.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,3.0,-122.79,0.086248,-6.1395,122.79,False,synthetic round-trip account-currency cost; no retuning
m48_plain_rf,m48_plain,preserved_clue_not_selection,worst_pocket_m48_plain_rf,5.0,-162.79,0.044547,-8.1395,162.79,False,synthetic round-trip account-currency cost; no retuning
