rank,selection_label,development_score,run_number,variant_id,validation_trades_per_day,oos_trades_per_day,validation_pf,oos_pf,validation_net,oos_net,validation_drawdown,oos_drawdown,validation_cost_stressed_expectancy,oos_cost_stressed_expectancy,validation_same_move_ratio,oos_same_move_ratio,validation_cooldown12_trades_per_day,oos_cooldown12_trades_per_day,validation_mfe_capture,oos_mfe_capture,tier_a_validation_net,tier_a_oos_net,tier_b_validation_net,tier_b_oos_net,failure_reasons,source_summary_path,notes
379,reference_only,11.807978,run50AD,ax26a,1.743169,3.010256,0.590000,1.030000,-491.750000,45.120000,501.410000,259.050000,,,,,,,,,-491.750000,45.120000,-495.190000,-10.820000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair: block only buy ADX 20-25 damage and preserve high-ADX buy opportunities
380,reference_only,11.488441,run50AM,lgbm6_s048l045_h4_b060,2.218579,2.820513,0.690000,0.770000,-496.020000,-448.650000,511.530000,509.320000,,,,,,,,,-510.950000,-510.340000,0.000000,14.760000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AM_summary.csv,"fwd6 LGBM with long-friendlier threshold, hold4, strict Tier B to avoid hidden fallback damage"
381,reference_only,11.386882,run50AI,qda_q93_quality_bdisabled,1.956284,0.974359,1.140000,1.070000,220.320000,65.090000,147.850000,129.070000,,,,,,,,,220.320000,65.090000,,,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AI_summary.csv,Quality-biased reviewed QDA source; Tier B disabled using run50AH damage evidence.
382,reference_only,11.321143,run50AM,lgbm6_s050l045_h4_b060,2.442623,2.574359,0.730000,0.830000,-495.840000,-288.190000,495.840000,401.950000,,,,,,,,,-496.130000,-350.410000,5.270000,14.760000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AM_summary.csv,fwd6 LGBM short-side confidence firewall with long-side density retained
383,reference_only,11.152896,run50D,d38h10_early,2.278689,1.758974,1.070000,0.910000,162.970000,-188.870000,413.870000,412.410000,,,,,,,,,345.200000,-111.170000,297.880000,-287.460000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,early cash-session slice
384,reference_only,7.574253,run50AD,dn26a,1.355191,0.984615,0.710000,1.120000,-347.290000,86.680000,371.380000,139.080000,,,,,,,,,-347.290000,86.680000,-467.860000,-10.540000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair stress test of OOS buy downtrend damage under actual 12-bar cooldown
385,reference_only,6.976477,run50AD,dn26b,1.382514,1.020513,0.700000,1.080000,-359.590000,64.820000,382.020000,142.050000,,,,,,,,,-347.290000,86.680000,-467.860000,-10.540000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AD_summary.csv,path repair matched A+B comparison for buy downtrend firewall
386,failure_memory,5.393695,run50AW,s45c06_h4c6,1.000000,0.769231,0.760000,0.930000,-100.030000,-23.930000,123.930000,106.030000,-1.046612,-0.659533,0.065574,0.060000,0.934426,0.723077,0.590699,0.604868,-34.970000,30.520000,44.600000,-38.220000,validation_density;oos_density;validation_net_positive;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AW_summary.csv,Stage45 directional expansion source; prior packet had strongest OOS net/PF.
387,reference_only,5.184112,run50D,d38h10_mid,1.245902,1.076923,0.990000,0.970000,-17.340000,-27.970000,260.150000,436.900000,,,,,,,,,8.450000,79.160000,-174.860000,-75.860000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,mid cash-session slice
388,reference_only,4.272397,run50D,d38h10_late,1.010929,0.717949,1.020000,0.900000,25.880000,-89.300000,337.720000,240.330000,,,,,,,,,45.450000,-187.390000,-123.600000,109.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,late cash-session slice
