record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,feature_family,materialization_boundary,route_role,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,report_equity_drawdown_percent,report_balance_drawdown_percent,report_recovery_factor,tier_b_fallback_used_count,tier_b_fallback_order_fill_count,positive_month_ratio,negative_month_count,worst_month,worst_month_net,best_month,best_month_net,chron_early_net,chron_mid_net,chron_late_net,source_chart_path,curve_read
mt5_rt_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,routed_total,330,1275.28,3676.75,-2401.47,1.531041,3.864485,0.569697,19.557181,-16.911761,1.156425,362.37,17.26081,51,0.793939,7,3.519276,19.17,17.26,3.11,0,0,0.75,3,2024-12,-275.63,2024-11,392.68,579.3,198.0,497.98,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_17_s264_aia_abl_session_timing_rt_2024.png,dd_or_month_hole_uncomfortable
mt5_ta_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,332,1390.83,3874.03,-2483.2,1.560096,4.189247,0.581325,20.072694,-17.864748,1.123592,301.46,17.716484,86,0.759036,6,4.613647,15.44,14.15,4.18,0,0,0.75,3,2024-12,-177.31,2024-10,330.87,606.63,191.12,593.08,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_18_s264_aia_rep_trend_strength_adx_ta_2024.png,constructive_curve_watch_not_selection
mt5_rt_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,332,1390.83,3874.03,-2483.2,1.560096,4.189247,0.581325,20.072694,-17.864748,1.123592,301.46,17.716484,86,0.759036,6,4.613647,15.44,14.15,4.18,0,0,0.75,3,2024-12,-177.31,2024-10,330.87,606.63,191.12,593.08,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_18_s264_aia_rep_trend_strength_adx_rt_2024.png,constructive_curve_watch_not_selection
mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,339,1191.32,3439.64,-2248.32,1.529871,3.514218,0.560472,18.103368,-15.089396,1.199741,263.96,16.806039,99,0.80236,6,4.51326,16.07,14.02,3.86,0,0,0.75,3,2024-12,-153.18,2024-11,316.63,522.29,123.08,545.95,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_19_s264_aia_rep_volatility_atr_ta_2024.png,constructive_curve_watch_not_selection
mt5_rt_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,339,1191.32,3439.64,-2248.32,1.529871,3.514218,0.560472,18.103368,-15.089396,1.199741,263.96,16.806039,99,0.80236,6,4.51326,16.07,14.02,3.86,0,0,0.75,3,2024-12,-153.18,2024-11,316.63,522.29,123.08,545.95,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_19_s264_aia_rep_volatility_atr_rt_2024.png,constructive_curve_watch_not_selection
mt5_ta_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,true_internal_feature_order_supervised_score_table,tier_only_total,315,1002.4,3178.14,-2175.74,1.460717,3.182222,0.568254,17.754972,-15.998088,1.109818,304.82,17.743447,106,0.796825,7,3.288498,19.01,17.74,3.03,0,0,0.75,3,2024-12,-172.35,2024-11,278.97,501.99,66.3,434.11,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_20_s258_stc_abl_price_return_range_ta_2024.png,constructive_curve_watch_not_selection
mt5_rt_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,true_internal_feature_order_supervised_score_table,routed_total,315,1002.4,3178.14,-2175.74,1.460717,3.182222,0.568254,17.754972,-15.998088,1.109818,304.82,17.743447,106,0.796825,7,3.288498,19.01,17.74,3.03,0,0,0.75,3,2024-12,-172.35,2024-11,278.97,501.99,66.3,434.11,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_20_s258_stc_abl_price_return_range_rt_2024.png,constructive_curve_watch_not_selection
mt5_ta_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,336,1393.91,4185.7,-2791.79,1.499289,4.148542,0.568452,21.91466,-19.253724,1.138204,368.88,16.504698,92,0.747024,6,3.778763,18.57,16.5,3.29,0,0,0.833333,2,2024-12,-289.36,2024-11,348.5,739.59,169.06,485.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024.png,dd_or_month_hole_uncomfortable
mt5_rt_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,336,1393.91,4185.7,-2791.79,1.499289,4.148542,0.568452,21.91466,-19.253724,1.138204,368.88,16.504698,92,0.747024,6,3.778763,18.57,16.5,3.29,0,0,0.833333,2,2024-12,-289.36,2024-11,348.5,739.59,169.06,485.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024.png,dd_or_month_hole_uncomfortable
mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,325,906.92,3274.16,-2367.24,1.383113,2.790523,0.566154,17.794348,-16.788936,1.059885,338.01,20.245575,143,0.84,7,2.683116,21.43,20.25,2.51,0,0,0.75,3,2024-12,-170.77,2024-02,275.71,557.79,-3.41,352.54,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_22_s258_stc_abl_trend_strength_direction_ta_2024.png,constructive_curve_watch_not_selection
mt5_rt_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,325,906.92,3274.16,-2367.24,1.383113,2.790523,0.566154,17.794348,-16.788936,1.059885,338.01,20.245575,143,0.84,7,2.683116,21.43,20.25,2.51,0,0,0.75,3,2024-12,-170.77,2024-02,275.71,557.79,-3.41,352.54,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_22_s258_stc_abl_trend_strength_direction_rt_2024.png,constructive_curve_watch_not_selection
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,348,1136.16,3559.86,-2423.7,1.468771,3.264828,0.557471,18.349794,-15.738312,1.165932,316.17,19.06516,129,0.813218,6,3.59351,17.79,16.84,3.37,0,0,0.75,3,2024-12,-185.12,2024-11,300.88,610.96,53.46,471.74,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_23_s258_stc_abl_session_timing_ta_2024.png,dd_or_month_hole_uncomfortable
mt5_rt_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,routed_total,348,1136.16,3559.86,-2423.7,1.468771,3.264828,0.557471,18.349794,-15.738312,1.165932,316.17,19.06516,129,0.813218,6,3.59351,17.79,16.84,3.37,0,0,0.75,3,2024-12,-185.12,2024-11,300.88,610.96,53.46,471.74,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_23_s258_stc_abl_session_timing_rt_2024.png,dd_or_month_hole_uncomfortable
mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,340,1413.66,4285.17,-2871.51,1.492305,4.157824,0.570588,22.088505,-19.667877,1.123075,397.24,18.33352,92,0.794118,6,3.558705,19.15,17.72,3.25,0,0,0.75,3,2024-12,-230.09,2024-11,358.05,702.92,179.1,531.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_24_s258_stc_rep_trend_strength_adx_ta_2024.png,dd_or_month_hole_uncomfortable
mt5_rt_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,340,1413.66,4285.17,-2871.51,1.492305,4.157824,0.570588,22.088505,-19.667877,1.123075,397.24,18.33352,92,0.794118,6,3.558705,19.15,17.72,3.25,0,0,0.75,3,2024-12,-230.09,2024-11,358.05,702.92,179.1,531.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_24_s258_stc_rep_trend_strength_adx_rt_2024.png,dd_or_month_hole_uncomfortable
