side,pnl,entry_hour,entry_month,entry_quarter,source,entry_time,exit_time
long,-8.62,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-16 16:45:00,2025-04-16 17:15:00
long,0.87,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-16 17:30:00,2025-04-16 18:00:00
long,4.13,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-16 18:10:00,2025-04-16 18:40:00
short,-1.08,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-16 20:55:00,2025-04-16 21:25:00
short,-16.89,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-16 21:45:00,2025-04-17 16:45:00
long,-12.55,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 16:55:00,2025-04-17 17:25:00
short,-9.67,17,2025-04,2025Q2,synthetic_short(합성 숏),2025-04-17 17:40:00,2025-04-17 18:10:00
long,-5.3,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 18:25:00,2025-04-17 18:55:00
long,10.52,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 19:00:00,2025-04-17 19:30:00
long,-1.17,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 19:35:00,2025-04-17 20:05:00
long,-2.23,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 20:10:00,2025-04-17 20:40:00
long,4.78,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 20:55:00,2025-04-17 21:25:00
long,-6.22,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-17 21:30:00,2025-04-17 22:00:00
short,3.78,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-21 17:05:00,2025-04-21 17:35:00
long,5.93,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 16:45:00,2025-04-22 17:15:00
long,5.53,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 17:20:00,2025-04-22 17:50:00
long,4.84,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 17:55:00,2025-04-22 18:25:00
long,16.04,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 18:50:00,2025-04-22 19:20:00
long,-4.37,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 19:25:00,2025-04-22 19:55:00
long,-19.33,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 20:00:00,2025-04-22 20:30:00
short,-9.26,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 20:55:00,2025-04-22 21:25:00
long,3.41,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 21:30:00,2025-04-22 22:00:00
long,67.33000000000001,22,2025-04,2025Q2,parent_kept(부모 유지),2025-04-22 22:05:00,2025-04-23 17:05:00
long,-14.51,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 18:10:00,2025-04-23 18:35:00
short,5.04,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 18:35:00,2025-04-23 19:05:00
short,-4.45,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 19:15:00,2025-04-23 19:45:00
long,12.16,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 19:50:00,2025-04-23 20:20:00
long,-2.65,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 20:25:00,2025-04-23 20:55:00
long,-5.32,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 21:00:00,2025-04-23 21:30:00
long,0.99,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-23 21:40:00,2025-04-24 16:40:00
long,3.14,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-24 20:35:00,2025-04-24 21:05:00
long,3.51,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-24 21:10:00,2025-04-24 21:40:00
long,3.77,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 16:40:00,2025-04-25 17:10:00
long,-0.2,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 17:20:00,2025-04-25 17:50:00
long,1.18,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 18:05:00,2025-04-25 18:35:00
long,6.02,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 18:45:00,2025-04-25 19:15:00
long,6.92,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 19:20:00,2025-04-25 19:55:00
long,7.98,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 20:00:00,2025-04-25 20:30:00
long,1.12,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 20:40:00,2025-04-25 21:10:00
long,-0.43,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-25 21:40:00,2025-04-28 16:40:00
long,-8.46,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-28 16:50:00,2025-04-28 17:20:00
long,-1.81,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-28 17:30:00,2025-04-28 18:00:00
short,-2.87,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-28 18:30:00,2025-04-28 19:00:00
long,6.76,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-28 20:40:00,2025-04-28 21:10:00
long,3.96,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-28 21:15:00,2025-04-28 21:50:00
long,-0.68,16,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 16:55:00,2025-04-29 17:25:00
long,1.51,17,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 17:40:00,2025-04-29 18:10:00
long,3.31,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 18:20:00,2025-04-29 18:50:00
long,-0.23,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 18:55:00,2025-04-29 19:25:00
long,-7.3,19,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 19:30:00,2025-04-29 20:00:00
long,0.64,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 20:55:00,2025-04-29 21:25:00
long,-2.7,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-29 21:35:00,2025-04-29 22:05:00
short,-18.857,17,2025-04,2025Q2,synthetic_short(합성 숏),2025-04-30 17:00:00,2025-04-30 17:30:00
long,7.89,18,2025-04,2025Q2,parent_kept(부모 유지),2025-04-30 18:00:00,2025-04-30 18:30:00
long,-1.77,20,2025-04,2025Q2,parent_kept(부모 유지),2025-04-30 20:35:00,2025-04-30 21:05:00
long,-2.77,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-30 21:20:00,2025-04-30 21:50:00
long,44.69,21,2025-04,2025Q2,parent_kept(부모 유지),2025-04-30 21:55:00,2025-05-01 16:55:00
long,12.42,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 17:00:00,2025-05-01 17:30:00
long,6.63,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 17:35:00,2025-05-01 18:05:00
long,-2.31,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 18:10:00,2025-05-01 18:40:00
long,-6.71,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 18:45:00,2025-05-01 19:15:00
long,-2.03,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 20:10:00,2025-05-01 20:40:00
long,7.13,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 20:45:00,2025-05-01 21:15:00
long,-0.36,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 21:20:00,2025-05-01 21:50:00
long,6.42,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-01 21:55:00,2025-05-02 16:55:00
long,5.12,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 17:05:00,2025-05-02 17:35:00
long,-0.8,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 17:40:00,2025-05-02 18:10:00
long,1.02,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 18:15:00,2025-05-02 18:45:00
long,5.54,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 18:50:00,2025-05-02 19:20:00
long,0.79,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 19:25:00,2025-05-02 20:00:00
long,0.07,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 20:10:00,2025-05-02 20:45:00
long,4.98,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 20:50:00,2025-05-02 21:40:00
long,-18.32,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-02 21:55:00,2025-05-05 16:55:00
long,2.34,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-05 17:15:00,2025-05-05 17:45:00
long,1.94,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-05 17:50:00,2025-05-05 18:20:00
long,-2.23,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-06 17:40:00,2025-05-06 18:10:00
long,-4.7,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-06 18:30:00,2025-05-06 19:00:00
long,-3.75,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-06 21:40:00,2025-05-07 16:40:00
long,6.92,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-07 16:50:00,2025-05-07 17:20:00
long,-11.51,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-07 17:25:00,2025-05-07 17:55:00
short,2.41,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-07 18:20:00,2025-05-07 18:50:00
short,-12.35,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-07 21:15:00,2025-05-07 21:45:00
long,30.2,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-07 21:50:00,2025-05-08 16:50:00
long,20.44,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 18:15:00,2025-05-08 18:45:00
long,0.21,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 18:50:00,2025-05-08 19:20:00
long,3.02,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 19:25:00,2025-05-08 20:00:00
long,-3.8,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 20:05:00,2025-05-08 20:35:00
long,-1.65,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 20:40:00,2025-05-08 21:10:00
long,4.38,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-08 21:15:00,2025-05-08 21:45:00
long,0.54,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-09 16:40:00,2025-05-09 17:10:00
long,-0.08,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-12 17:25:00,2025-05-12 17:55:00
long,1.24,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-12 18:00:00,2025-05-12 18:30:00
long,-1.22,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-12 18:35:00,2025-05-12 19:05:00
long,4.58,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-12 19:10:00,2025-05-12 19:45:00
long,0.81,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-12 20:15:00,2025-05-12 21:20:00
long,-4.37,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-14 16:40:00,2025-05-14 17:10:00
long,-0.06,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-14 17:55:00,2025-05-14 18:25:00
long,0.62,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-14 18:30:00,2025-05-14 19:05:00
long,-8.91,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-14 19:40:00,2025-05-14 20:25:00
long,-7.319999999999999,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-14 21:40:00,2025-05-15 16:40:00
long,-0.46,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-15 17:15:00,2025-05-15 17:45:00
long,9.41,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-15 17:50:00,2025-05-15 18:20:00
long,3.36,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-15 18:25:00,2025-05-15 19:00:00
long,-2.65,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-15 21:10:00,2025-05-15 21:50:00
long,3.98,22,2025-05,2025Q2,parent_kept(부모 유지),2025-05-15 22:00:00,2025-05-16 17:05:00
long,-6.23,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-16 17:20:00,2025-05-16 17:55:00
long,8.22,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 16:50:00,2025-05-19 17:20:00
long,-3.53,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 17:25:00,2025-05-19 17:55:00
long,0.86,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 18:05:00,2025-05-19 18:35:00
long,-0.58,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 18:40:00,2025-05-19 19:15:00
long,5.83,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 19:30:00,2025-05-19 20:25:00
long,1.73,21,2025-05,2025Q2,parent_kept(부모 유지),2025-05-19 21:20:00,2025-05-19 21:50:00
long,-5.96,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-20 16:40:00,2025-05-20 17:10:00
long,1.28,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-20 17:30:00,2025-05-20 18:00:00
long,1.58,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-21 16:55:00,2025-05-21 17:25:00
long,10.86,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-21 17:40:00,2025-05-21 18:10:00
short,-6.83,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-21 20:30:00,2025-05-21 21:00:00
long,10.72,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-27 16:50:00,2025-05-27 17:20:00
long,-1.67,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-27 17:25:00,2025-05-27 18:00:00
long,2.08,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-27 18:05:00,2025-05-27 18:35:00
long,0.08,19,2025-05,2025Q2,parent_kept(부모 유지),2025-05-27 19:45:00,2025-05-27 20:15:00
long,-1.16,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-28 17:20:00,2025-05-28 17:50:00
long,1.86,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-28 18:00:00,2025-05-28 18:35:00
short,-4.933,17,2025-05,2025Q2,synthetic_short(합성 숏),2025-05-29 17:10:00,2025-05-29 17:40:00
long,-1.53,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-29 17:55:00,2025-05-29 18:25:00
long,-15.26,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-29 18:30:00,2025-05-29 19:00:00
long,2.79,16,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 16:40:00,2025-05-30 17:10:00
long,0.86,17,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 17:15:00,2025-05-30 17:50:00
long,-3.22,18,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 18:05:00,2025-05-30 18:35:00
short,-7.17,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 20:00:00,2025-05-30 20:35:00
long,5.61,20,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 20:45:00,2025-05-30 21:15:00
long,-3.81,22,2025-05,2025Q2,parent_kept(부모 유지),2025-05-30 22:05:00,2025-06-02 17:05:00
long,4.46,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-02 17:10:00,2025-06-02 17:40:00
long,3.02,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-02 17:45:00,2025-06-02 18:15:00
long,2.34,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-02 18:20:00,2025-06-02 18:50:00
long,-2.52,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-02 19:10:00,2025-06-02 19:45:00
long,3.18,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-02 19:50:00,2025-06-02 20:30:00
long,1.44,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-03 16:55:00,2025-06-03 17:25:00
long,-9.6,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-04 16:40:00,2025-06-04 17:10:00
long,0.31,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-04 17:20:00,2025-06-04 17:50:00
long,-2.93,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-04 18:05:00,2025-06-04 18:45:00
long,-0.82,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-04 18:50:00,2025-06-04 19:20:00
long,5.48,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-05 17:30:00,2025-06-05 18:00:00
long,4.87,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-05 18:05:00,2025-06-05 18:35:00
long,-4.8,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-05 18:40:00,2025-06-05 19:15:00
long,14.48,22,2025-06,2025Q2,parent_kept(부모 유지),2025-06-05 22:05:00,2025-06-06 17:05:00
long,-4.83,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-06 17:40:00,2025-06-06 18:20:00
long,2.09,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-06 18:35:00,2025-06-06 19:05:00
long,-5.31,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-06 19:15:00,2025-06-06 19:50:00
long,5.49,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-06 19:55:00,2025-06-06 20:40:00
long,5.28,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-09 16:45:00,2025-06-09 17:15:00
long,-0.7,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-09 18:25:00,2025-06-09 19:10:00
long,1.22,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-10 17:05:00,2025-06-10 18:05:00
long,4.89,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-10 19:00:00,2025-06-10 20:15:00
long,4.54,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-11 17:10:00,2025-06-11 17:45:00
long,-2.75,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-11 18:15:00,2025-06-11 18:45:00
long,-6.43,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-11 18:50:00,2025-06-11 19:20:00
long,4.73,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-11 19:40:00,2025-06-11 20:10:00
long,-6.7,21,2025-06,2025Q2,parent_kept(부모 유지),2025-06-11 21:00:00,2025-06-11 21:30:00
long,3.06,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-12 16:50:00,2025-06-12 17:20:00
long,1.93,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-12 17:25:00,2025-06-12 17:55:00
long,-3.87,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-12 18:10:00,2025-06-12 18:40:00
long,-7.27,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 16:45:00,2025-06-13 17:15:00
long,0.64,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 17:20:00,2025-06-13 17:50:00
long,5.33,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 18:00:00,2025-06-13 18:30:00
long,1.99,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 18:35:00,2025-06-13 19:05:00
long,-2.83,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 19:10:00,2025-06-13 19:40:00
long,-2.27,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 19:45:00,2025-06-13 20:15:00
long,1.52,20,2025-06,2025Q2,parent_kept(부모 유지),2025-06-13 20:30:00,2025-06-13 21:00:00
long,5.73,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-16 16:40:00,2025-06-16 17:10:00
long,1.38,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-16 17:15:00,2025-06-16 17:45:00
long,-0.97,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-16 19:10:00,2025-06-16 19:40:00
long,1.21,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-16 19:50:00,2025-06-16 20:20:00
long,-3.8,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-17 17:15:00,2025-06-17 17:45:00
long,-1.45,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-17 18:20:00,2025-06-17 18:50:00
long,4.97,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-18 16:50:00,2025-06-18 17:20:00
long,-2.3,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-18 17:50:00,2025-06-18 18:20:00
short,-4.01,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-20 18:00:00,2025-06-20 18:30:00
long,-5.57,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-20 18:45:00,2025-06-20 19:20:00
long,-2.1,19,2025-06,2025Q2,parent_kept(부모 유지),2025-06-20 19:40:00,2025-06-20 20:10:00
long,4.27,20,2025-06,2025Q2,parent_kept(부모 유지),2025-06-20 20:30:00,2025-06-20 21:00:00
long,-7.96,21,2025-06,2025Q2,parent_kept(부모 유지),2025-06-20 21:25:00,2025-06-20 22:05:00
long,9.28,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 16:50:00,2025-06-23 17:20:00
long,-1.62,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 17:25:00,2025-06-23 17:55:00
long,-0.86,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 18:00:00,2025-06-23 18:30:00
long,-2.86,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 18:40:00,2025-06-23 19:10:00
long,15.33,20,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 20:10:00,2025-06-23 20:40:00
long,0.84,20,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 20:45:00,2025-06-23 21:15:00
long,-3.7,21,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 21:20:00,2025-06-23 21:50:00
long,27.04,21,2025-06,2025Q2,parent_kept(부모 유지),2025-06-23 21:55:00,2025-06-24 16:55:00
long,1.56,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-24 17:00:00,2025-06-24 17:30:00
long,3.48,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-24 18:05:00,2025-06-24 18:45:00
long,-0.76,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-25 17:10:00,2025-06-25 17:40:00
long,-4.2,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-25 17:50:00,2025-06-25 18:20:00
long,2.98,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-26 16:40:00,2025-06-26 17:10:00
long,6.31,16,2025-06,2025Q2,parent_kept(부모 유지),2025-06-27 16:40:00,2025-06-27 17:15:00
long,-5.66,21,2025-06,2025Q2,parent_kept(부모 유지),2025-06-27 21:20:00,2025-06-27 21:50:00
long,-0.68,17,2025-06,2025Q2,parent_kept(부모 유지),2025-06-30 17:05:00,2025-06-30 17:35:00
long,4.18,18,2025-06,2025Q2,parent_kept(부모 유지),2025-06-30 18:20:00,2025-06-30 18:50:00
long,-6.43,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-01 17:50:00,2025-07-01 18:20:00
long,6.09,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-02 16:45:00,2025-07-02 17:15:00
long,-0.71,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-07 16:50:00,2025-07-07 17:25:00
long,2.12,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-07 18:05:00,2025-07-07 18:40:00
long,2.73,19,2025-07,2025Q3,parent_kept(부모 유지),2025-07-07 19:55:00,2025-07-07 20:25:00
long,7.35,21,2025-07,2025Q3,parent_kept(부모 유지),2025-07-07 21:45:00,2025-07-08 16:55:00
long,3.99,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-08 17:00:00,2025-07-08 17:35:00
long,-1.92,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-08 17:50:00,2025-07-08 18:35:00
long,2.78,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-09 16:40:00,2025-07-09 17:20:00
long,-2.45,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-11 17:20:00,2025-07-11 17:55:00
long,-1.07,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-11 18:00:00,2025-07-11 18:35:00
long,0.52,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-14 17:10:00,2025-07-14 17:40:00
long,-0.18,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-14 18:10:00,2025-07-14 18:45:00
long,0.72,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-15 16:40:00,2025-07-15 17:10:00
long,-4.95,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-15 17:15:00,2025-07-15 17:45:00
long,6.82,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-15 18:00:00,2025-07-15 18:30:00
long,4.48,20,2025-07,2025Q3,parent_kept(부모 유지),2025-07-15 20:15:00,2025-07-15 21:45:00
long,-10.78,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-16 18:15:00,2025-07-16 18:45:00
long,2.13,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-17 17:00:00,2025-07-17 17:45:00
long,-4.0,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-18 17:10:00,2025-07-18 17:40:00
long,0.44,17,2025-07,2025Q3,parent_kept(부모 유지),2025-07-18 17:45:00,2025-07-18 18:35:00
long,3.44,20,2025-07,2025Q3,parent_kept(부모 유지),2025-07-18 20:05:00,2025-07-18 20:40:00
long,7.51,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-21 16:40:00,2025-07-21 17:25:00
short,-2.857,17,2025-07,2025Q3,synthetic_short(합성 숏),2025-07-22 17:00:00,2025-07-22 17:30:00
long,0.33,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-22 18:05:00,2025-07-22 18:40:00
long,-7.52,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-23 16:40:00,2025-07-23 17:15:00
long,-4.92,19,2025-07,2025Q3,parent_kept(부모 유지),2025-07-23 19:00:00,2025-07-23 19:35:00
long,-4.75,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-24 16:45:00,2025-07-24 17:15:00
long,3.41,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-28 16:40:00,2025-07-28 17:10:00
long,-7.45,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-29 16:40:00,2025-07-29 17:15:00
long,-4.62,18,2025-07,2025Q3,parent_kept(부모 유지),2025-07-29 18:10:00,2025-07-29 18:40:00
long,5.13,19,2025-07,2025Q3,parent_kept(부모 유지),2025-07-29 19:40:00,2025-07-29 20:10:00
long,-1.2,16,2025-07,2025Q3,parent_kept(부모 유지),2025-07-30 16:40:00,2025-07-30 17:10:00
long,19.96,21,2025-07,2025Q3,parent_kept(부모 유지),2025-07-30 21:55:00,2025-07-31 16:55:00
short,-4.91,21,2025-07,2025Q3,parent_kept(부모 유지),2025-07-31 21:25:00,2025-07-31 21:55:00
short,-9.045,17,2025-08,2025Q3,synthetic_short(합성 숏),2025-08-01 17:10:00,2025-08-01 17:40:00
long,6.93,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-04 16:40:00,2025-08-04 17:10:00
long,0.62,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-04 17:55:00,2025-08-04 18:25:00
long,-4.38,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-05 16:45:00,2025-08-05 17:15:00
short,-1.06,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-05 17:55:00,2025-08-05 18:25:00
long,-2.47,19,2025-08,2025Q3,parent_kept(부모 유지),2025-08-05 19:35:00,2025-08-05 20:15:00
long,5.86,21,2025-08,2025Q3,parent_kept(부모 유지),2025-08-05 21:45:00,2025-08-06 16:50:00
long,-3.33,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-06 17:10:00,2025-08-06 17:40:00
