candidate_alias,candidate_id,candidate_role,test_id,scope_label,state_feature,state_bucket,total_trades,weak_trades,weak_net,weak_expectancy,survivor_trades,survivor_net,survivor_expectancy,weak_share,survivor_share,enrichment,state_read
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_di_spread_14,low,339,9,-110.99,-12.332222,63,277.92,4.411429,0.128571,0.234201,0.54898,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_di_spread_14,mid,339,31,-69.64,-2.246452,96,626.03,6.521146,0.442857,0.356877,1.240923,overrepresented_weak_state
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_zscore_20,high,339,40,-228.22,-5.7055,131,766.62,5.852061,0.571429,0.486989,1.173391,overrepresented_weak_state
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_zscore_20,low,339,6,-82.66,-13.776667,41,169.89,4.143659,0.085714,0.152416,0.562369,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_zscore_20,mid,339,24,-52.2,-2.175,97,617.89,6.37,0.342857,0.360595,0.95081,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_1_over_atr_14,high,339,43,-193.99,-4.511395,138,932.06,6.754058,0.614286,0.513011,1.197412,overrepresented_weak_state
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_1_over_atr_14,low,339,4,33.07,8.2675,30,152.77,5.092333,0.057143,0.111524,0.512381,thin_state
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,abs_return_1_over_atr_14,mid,339,23,-202.16,-8.789565,101,469.57,4.649208,0.328571,0.375465,0.875106,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,minutes_from_cash_open,high,339,8,-53.24,-6.655,37,346.08,9.353514,0.114286,0.137546,0.830888,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,minutes_from_cash_open,low,339,50,-245.7,-4.914,175,1044.02,5.965829,0.714286,0.650558,1.097959,weak_state_but_not_enriched
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,rep_volatility_atr,constructive_curve_watch_not_selection,minutes_from_cash_open,mid,339,12,-64.14,-5.345,57,164.3,2.882456,0.171429,0.211896,0.809023,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,atr_14_over_atr_50,high,323,34,-103.74,-3.051176,109,308.82,2.833211,0.5,0.427451,1.169725,overrepresented_weak_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,atr_14_over_atr_50,low,323,4,3.64,0.91,23,29.58,1.286087,0.058824,0.090196,0.652174,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,atr_14_over_atr_50,mid,323,29,-348.4,-12.013793,123,1385.2,11.261789,0.426471,0.482353,0.884146,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,atr_14_over_atr_50,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,bollinger_width_20,high,323,21,-168.04,-8.001905,95,298.38,3.140842,0.308824,0.372549,0.828947,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,bollinger_width_20,low,323,7,-82.87,-11.838571,36,300.54,8.348333,0.102941,0.141176,0.729167,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,bollinger_width_20,mid,323,39,-197.59,-5.06641,124,1124.68,9.07,0.573529,0.486275,1.179435,overrepresented_weak_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,bollinger_width_20,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,historical_vol_5_over_20,high,323,37,-353.36,-9.55027,110,1017.26,9.247818,0.544118,0.431373,1.261364,overrepresented_weak_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,historical_vol_5_over_20,low,323,6,12.08,2.013333,39,265.25,6.801282,0.088235,0.152941,0.576923,neutral_or_survivor
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,historical_vol_5_over_20,mid,323,24,-107.22,-4.4675,106,441.09,4.161226,0.352941,0.415686,0.849057,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,historical_vol_5_over_20,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,adx_14,high,323,28,-41.21,-1.471786,84,728.07,8.6675,0.411765,0.329412,1.25,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,adx_14,low,323,7,-156.68,-22.382857,42,267.14,6.360476,0.102941,0.164706,0.625,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,adx_14,mid,323,32,-250.61,-7.831563,129,728.39,5.646434,0.470588,0.505882,0.930233,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,adx_14,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_di_spread_14,high,323,29,-260.62,-8.986897,105,862.99,8.218952,0.426471,0.411765,1.035714,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_di_spread_14,low,323,9,-135.58,-15.064444,58,302.78,5.220345,0.132353,0.227451,0.581897,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_di_spread_14,mid,323,29,-52.3,-1.803448,92,557.83,6.06337,0.426471,0.360784,1.182065,overrepresented_weak_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_di_spread_14,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_zscore_20,high,323,39,-301.81,-7.738718,133,745.76,5.607218,0.573529,0.521569,1.099624,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_zscore_20,low,323,4,-68.11,-17.0275,32,278.89,8.715312,0.058824,0.12549,0.46875,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_zscore_20,mid,323,24,-78.58,-3.274167,90,698.95,7.766111,0.352941,0.352941,1.0,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_zscore_20,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_1_over_atr_14,high,323,44,-292.6,-6.65,135,844.3,6.254074,0.647059,0.529412,1.222222,overrepresented_weak_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_1_over_atr_14,low,323,2,41.84,20.92,28,280.66,10.023571,0.029412,0.109804,0.267857,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_1_over_atr_14,mid,323,21,-197.74,-9.41619,92,598.64,6.506957,0.308824,0.360784,0.855978,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,abs_return_1_over_atr_14,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,minutes_from_cash_open,high,323,9,-51.64,-5.737778,35,324.2,9.262857,0.132353,0.137255,0.964286,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,minutes_from_cash_open,low,323,47,-312.87,-6.656809,164,1231.56,7.509512,0.691176,0.643137,1.074695,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,minutes_from_cash_open,mid,323,11,-83.99,-7.635455,56,167.84,2.997143,0.161765,0.219608,0.736607,weak_state_but_not_enriched
s264_aih,s264_allow_inner_high_quarter,challenger_core,abl_volatility_bandwidth,core_challenger_pressure_hold,minutes_from_cash_open,missing,323,1,-5.13,-5.13,0,0.0,0.0,0.014706,0.0,14705882.352941,thin_state
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,atr_14_over_atr_50,high,400,41,-101.43,-2.473902,121,524.74,4.336694,0.450549,0.391586,1.150577,overrepresented_weak_state
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,atr_14_over_atr_50,low,400,6,-93.11,-15.518333,29,38.03,1.311379,0.065934,0.093851,0.702539,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,atr_14_over_atr_50,mid,400,44,-286.6,-6.513636,159,1619.31,10.18434,0.483516,0.514563,0.939664,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,bollinger_width_20,high,400,31,-118.55,-3.824194,109,422.68,3.877798,0.340659,0.352751,0.965722,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,bollinger_width_20,low,400,11,59.24,5.385455,48,325.33,6.777708,0.120879,0.15534,0.778159,neutral_or_survivor
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,bollinger_width_20,mid,400,49,-421.83,-8.608776,152,1434.07,9.434671,0.538462,0.491909,1.094636,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,historical_vol_5_over_20,high,400,49,-373.54,-7.623265,141,930.07,6.596241,0.538462,0.456311,1.180033,overrepresented_weak_state
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,historical_vol_5_over_20,low,400,7,-26.85,-3.835714,54,672.3,12.45,0.076923,0.174757,0.440171,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,historical_vol_5_over_20,mid,400,35,-80.75,-2.307143,114,579.71,5.085175,0.384615,0.368932,1.04251,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,adx_14,high,400,35,57.59,1.645429,106,886.41,8.362358,0.384615,0.343042,1.12119,neutral_or_survivor
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,adx_14,low,400,12,-213.63,-17.8025,47,268.74,5.717872,0.131868,0.152104,0.866963,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,adx_14,mid,400,44,-325.1,-7.388636,156,1026.93,6.582885,0.483516,0.504854,0.957735,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_di_spread_14,high,400,39,-124.87,-3.201795,112,990.08,8.84,0.428571,0.36246,1.182398,overrepresented_weak_state
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_di_spread_14,low,400,13,-147.62,-11.355385,77,575.33,7.471818,0.142857,0.249191,0.573284,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_di_spread_14,mid,400,39,-208.65,-5.35,120,616.67,5.138917,0.428571,0.38835,1.103571,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_zscore_20,high,400,49,-328.19,-6.697755,153,1054.1,6.889542,0.538462,0.495146,1.087481,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_zscore_20,low,400,8,-98.41,-12.30125,42,425.57,10.132619,0.087912,0.135922,0.646782,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_zscore_20,mid,400,34,-54.54,-1.604118,114,702.41,6.161491,0.373626,0.368932,1.012724,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_1_over_atr_14,high,400,52,-191.33,-3.679423,158,1170.72,7.40962,0.571429,0.511327,1.117541,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_1_over_atr_14,low,400,6,47.49,7.915,35,322.73,9.220857,0.065934,0.113269,0.582104,neutral_or_survivor
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,abs_return_1_over_atr_14,mid,400,33,-337.3,-10.221212,116,688.63,5.936466,0.362637,0.375405,0.965991,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,minutes_from_cash_open,high,400,10,-82.75,-8.275,37,380.59,10.286216,0.10989,0.119741,0.917731,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,minutes_from_cash_open,low,400,60,-246.42,-4.107,193,1420.43,7.359741,0.659341,0.624595,1.055628,weak_state_but_not_enriched
s264_lc,s264_lowrank_control,defensive_control,abl_gate_variant_rule,high_net_gate_audit_control,minutes_from_cash_open,mid,400,21,-151.97,-7.236667,79,381.06,4.823544,0.230769,0.255663,0.902629,weak_state_but_not_enriched
