run_id,slice_id,group_columns,group_values,trade_count,net_profit_after_cost,profit_factor_after_cost,expectancy_after_cost,avoid_label_rate,tail_loss_ge_10_rate,tail_hold_gt_96_rate,max_drawdown_after_percent,median_hold_m5_calendar,claim_boundary(주장 경계)
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_hot|bb_mid_high,23,-79.01,0.285171447,-3.435217,0.695652,0.173913,0.043478,14.913292,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_low_mid|bb_high,1,-2.83,0.0,-2.83,1.0,0.0,0.0,2.682913,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_low_mid|bb_low,53,26.18,1.228009058,0.493962,0.566038,0.037736,0.132075,31.747389,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_low_mid|bb_mid_high,24,65.34,3.044430538,2.7225,0.333333,0.041667,0.083333,26.099851,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_low_mid|bb_mid_low,127,39.02,1.0910831,0.307244,0.496063,0.070866,0.07874,31.281613,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_weak|bb_low,19,-83.26,0.270225261,-4.382105,0.789474,0.052632,0.157895,13.391998,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_weak|bb_mid_low,2,-7.87,0.0,-3.935,1.0,0.0,0.5,2.986819,119.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|001_<=8_m5_calendar,319,172.81,1.189101056,0.541724,0.429467,0.094044,0.0,8.549359,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|002_9_to_12_m5_calendar,104,16.99,1.074730592,0.163365,0.423077,0.067308,0.0,7.328743,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|003_13_to_24_m5_calendar,9,16.35,3.215447154,1.816667,0.444444,0.0,0.0,6.226129,13.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|004_25_to_96_m5_calendar,1,-6.51,0.0,-6.51,1.0,0.0,0.0,3.486496,25.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|005_97_to_288_m5_calendar,23,139.07,2.177960359,6.046522,1.0,0.217391,1.0,6.572496,231.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,oos|007_>672_m5_calendar,8,73.53,2.810192024,9.19125,1.0,0.25,1.0,7.031495,807.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|001_<=8_m5_calendar,370,134.16,1.115325104,0.362595,0.464865,0.091892,0.0,34.167243,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|002_9_to_12_m5_calendar,130,65.92,1.29937781,0.507077,0.461538,0.015385,0.0,22.015211,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|003_13_to_24_m5_calendar,30,62.01,3.466587112,2.067,0.333333,0.0,0.0,12.830683,16.5,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|004_25_to_96_m5_calendar,1,6.43,,6.43,0.0,0.0,0.0,0.361692,26.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|005_97_to_288_m5_calendar,38,231.2,2.219473601,6.084211,1.0,0.236842,1.0,27.371639,230.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|006_289_to_672_m5_calendar,1,-38.69,0.0,-38.69,1.0,1.0,1.0,10.220081,518.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,hold_bucket,split|hold_bucket,validation|007_>672_m5_calendar,13,-54.6,0.66484562,-4.2,1.0,0.307692,1.0,28.170372,810.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
