side,pnl,entry_hour,entry_month,entry_quarter,source
long,-1.62,17,2025-06,2025Q2,parent_kept(부모 유지)
long,-0.86,18,2025-06,2025Q2,parent_kept(부모 유지)
long,-2.86,18,2025-06,2025Q2,parent_kept(부모 유지)
short,-9.758,19,2025-06,2025Q2,synthetic_short(합성 숏)
long,15.33,20,2025-06,2025Q2,parent_kept(부모 유지)
long,0.84,20,2025-06,2025Q2,parent_kept(부모 유지)
long,-3.7,21,2025-06,2025Q2,parent_kept(부모 유지)
long,27.04,21,2025-06,2025Q2,parent_kept(부모 유지)
long,1.56,17,2025-06,2025Q2,parent_kept(부모 유지)
long,3.48,18,2025-06,2025Q2,parent_kept(부모 유지)
long,-0.76,17,2025-06,2025Q2,parent_kept(부모 유지)
long,-4.2,17,2025-06,2025Q2,parent_kept(부모 유지)
long,2.98,16,2025-06,2025Q2,parent_kept(부모 유지)
long,6.31,16,2025-06,2025Q2,parent_kept(부모 유지)
long,-5.66,21,2025-06,2025Q2,parent_kept(부모 유지)
long,-0.68,17,2025-06,2025Q2,parent_kept(부모 유지)
long,4.18,18,2025-06,2025Q2,parent_kept(부모 유지)
long,-6.43,17,2025-07,2025Q3,parent_kept(부모 유지)
long,6.09,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-0.71,16,2025-07,2025Q3,parent_kept(부모 유지)
long,2.12,18,2025-07,2025Q3,parent_kept(부모 유지)
long,2.73,19,2025-07,2025Q3,parent_kept(부모 유지)
long,7.35,21,2025-07,2025Q3,parent_kept(부모 유지)
long,3.99,17,2025-07,2025Q3,parent_kept(부모 유지)
long,-1.92,17,2025-07,2025Q3,parent_kept(부모 유지)
long,2.78,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-2.45,17,2025-07,2025Q3,parent_kept(부모 유지)
long,-1.07,18,2025-07,2025Q3,parent_kept(부모 유지)
long,0.52,17,2025-07,2025Q3,parent_kept(부모 유지)
long,-0.18,18,2025-07,2025Q3,parent_kept(부모 유지)
long,0.72,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-4.95,17,2025-07,2025Q3,parent_kept(부모 유지)
long,6.82,18,2025-07,2025Q3,parent_kept(부모 유지)
long,4.48,20,2025-07,2025Q3,parent_kept(부모 유지)
long,-10.78,18,2025-07,2025Q3,parent_kept(부모 유지)
long,2.13,17,2025-07,2025Q3,parent_kept(부모 유지)
long,-4.0,17,2025-07,2025Q3,parent_kept(부모 유지)
long,0.44,17,2025-07,2025Q3,parent_kept(부모 유지)
long,3.44,20,2025-07,2025Q3,parent_kept(부모 유지)
long,7.51,16,2025-07,2025Q3,parent_kept(부모 유지)
short,-2.857,17,2025-07,2025Q3,synthetic_short(합성 숏)
long,0.33,18,2025-07,2025Q3,parent_kept(부모 유지)
long,-7.52,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-4.92,19,2025-07,2025Q3,parent_kept(부모 유지)
long,-4.75,16,2025-07,2025Q3,parent_kept(부모 유지)
long,3.41,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-7.45,16,2025-07,2025Q3,parent_kept(부모 유지)
long,-4.62,18,2025-07,2025Q3,parent_kept(부모 유지)
long,5.13,19,2025-07,2025Q3,parent_kept(부모 유지)
long,-1.2,16,2025-07,2025Q3,parent_kept(부모 유지)
long,19.96,21,2025-07,2025Q3,parent_kept(부모 유지)
short,-4.91,21,2025-07,2025Q3,parent_kept(부모 유지)
short,-9.045,17,2025-08,2025Q3,synthetic_short(합성 숏)
long,6.93,16,2025-08,2025Q3,parent_kept(부모 유지)
long,0.62,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-4.38,16,2025-08,2025Q3,parent_kept(부모 유지)
short,-1.06,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-2.47,19,2025-08,2025Q3,parent_kept(부모 유지)
long,5.86,21,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.33,17,2025-08,2025Q3,parent_kept(부모 유지)
long,3.94,17,2025-08,2025Q3,parent_kept(부모 유지)
long,3.44,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-2.85,16,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.06,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.88,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-5.53,18,2025-08,2025Q3,parent_kept(부모 유지)
long,8.72,16,2025-08,2025Q3,parent_kept(부모 유지)
long,6.97,18,2025-08,2025Q3,parent_kept(부모 유지)
long,1.56,16,2025-08,2025Q3,parent_kept(부모 유지)
long,-10.25,16,2025-08,2025Q3,parent_kept(부모 유지)
long,4.14,17,2025-08,2025Q3,parent_kept(부모 유지)
long,12.24,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-8.25,16,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.55,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-0.85,19,2025-08,2025Q3,parent_kept(부모 유지)
long,-1.28,16,2025-08,2025Q3,parent_kept(부모 유지)
long,0.86,17,2025-08,2025Q3,parent_kept(부모 유지)
short,-5.207,17,2025-08,2025Q3,synthetic_short(합성 숏)
long,-0.52,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.68,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-3.77,16,2025-08,2025Q3,parent_kept(부모 유지)
long,0.16,17,2025-08,2025Q3,parent_kept(부모 유지)
short,7.705,17,2025-08,2025Q3,synthetic_short(합성 숏)
long,-0.36,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-1.8,17,2025-08,2025Q3,parent_kept(부모 유지)
long,22.72,16,2025-08,2025Q3,parent_kept(부모 유지)
long,4.79,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-1.02,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-4.38,19,2025-08,2025Q3,parent_kept(부모 유지)
long,7.41,19,2025-08,2025Q3,parent_kept(부모 유지)
long,0.71,17,2025-08,2025Q3,parent_kept(부모 유지)
long,2.07,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-6.85,16,2025-08,2025Q3,parent_kept(부모 유지)
long,7.07,17,2025-08,2025Q3,parent_kept(부모 유지)
long,-0.7,17,2025-08,2025Q3,parent_kept(부모 유지)
long,6.17,18,2025-08,2025Q3,parent_kept(부모 유지)
long,-14.09,20,2025-08,2025Q3,parent_kept(부모 유지)
short,-1.12,17,2025-08,2025Q3,synthetic_short(합성 숏)
long,-10.08,17,2025-09,2025Q3,parent_kept(부모 유지)
long,3.84,16,2025-09,2025Q3,parent_kept(부모 유지)
long,11.46,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-3.37,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-1.05,18,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.08,21,2025-09,2025Q3,parent_kept(부모 유지)
long,13.33,21,2025-09,2025Q3,parent_kept(부모 유지)
long,6.23,17,2025-09,2025Q3,parent_kept(부모 유지)
long,1.51,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.15,16,2025-09,2025Q3,parent_kept(부모 유지)
short,-8.65,18,2025-09,2025Q3,parent_kept(부모 유지)
long,-1.11,18,2025-09,2025Q3,parent_kept(부모 유지)
long,0.57,19,2025-09,2025Q3,parent_kept(부모 유지)
long,-2.2,20,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.23,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.87,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.82,20,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.38,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-7.58,17,2025-09,2025Q3,parent_kept(부모 유지)
long,3.31,19,2025-09,2025Q3,parent_kept(부모 유지)
long,1.81,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-1.22,18,2025-09,2025Q3,parent_kept(부모 유지)
long,13.83,21,2025-09,2025Q3,parent_kept(부모 유지)
long,5.26,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.58,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.67,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-3.32,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-11.68,21,2025-09,2025Q3,parent_kept(부모 유지)
long,27.47,22,2025-09,2025Q3,parent_kept(부모 유지)
long,1.88,17,2025-09,2025Q3,parent_kept(부모 유지)
long,4.91,17,2025-09,2025Q3,parent_kept(부모 유지)
long,3.31,19,2025-09,2025Q3,parent_kept(부모 유지)
long,-2.18,16,2025-09,2025Q3,parent_kept(부모 유지)
long,4.09,17,2025-09,2025Q3,parent_kept(부모 유지)
long,0.24,16,2025-09,2025Q3,parent_kept(부모 유지)
short,-0.945,20,2025-09,2025Q3,synthetic_short(합성 숏)
long,-0.9,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-2.92,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.66,18,2025-09,2025Q3,parent_kept(부모 유지)
long,-2.42,20,2025-09,2025Q3,parent_kept(부모 유지)
long,-1.82,17,2025-09,2025Q3,parent_kept(부모 유지)
long,3.53,18,2025-09,2025Q3,parent_kept(부모 유지)
long,-6.72,16,2025-09,2025Q3,parent_kept(부모 유지)
long,1.27,18,2025-09,2025Q3,parent_kept(부모 유지)
long,2.01,19,2025-09,2025Q3,parent_kept(부모 유지)
long,9.51,16,2025-09,2025Q3,parent_kept(부모 유지)
long,-0.62,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.57,18,2025-09,2025Q3,parent_kept(부모 유지)
long,7.16,17,2025-09,2025Q3,parent_kept(부모 유지)
long,-4.93,17,2025-09,2025Q3,parent_kept(부모 유지)
long,2.41,18,2025-09,2025Q3,parent_kept(부모 유지)
long,3.81,20,2025-09,2025Q3,parent_kept(부모 유지)
long,3.73,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-8.67,16,2025-10,2025Q4,parent_kept(부모 유지)
long,3.66,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-0.37,20,2025-10,2025Q4,parent_kept(부모 유지)
long,-0.32,16,2025-10,2025Q4,parent_kept(부모 유지)
long,3.39,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-8.96,17,2025-10,2025Q4,parent_kept(부모 유지)
long,2.81,21,2025-10,2025Q4,parent_kept(부모 유지)
long,7.76,16,2025-10,2025Q4,parent_kept(부모 유지)
long,-2.85,17,2025-10,2025Q4,parent_kept(부모 유지)
long,3.96,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-3.5,20,2025-10,2025Q4,parent_kept(부모 유지)
long,0.03,20,2025-10,2025Q4,parent_kept(부모 유지)
long,-1.42,17,2025-10,2025Q4,parent_kept(부모 유지)
short,30.08,18,2025-10,2025Q4,parent_kept(부모 유지)
short,-7.46,18,2025-10,2025Q4,parent_kept(부모 유지)
short,13.43,19,2025-10,2025Q4,synthetic_short(합성 숏)
short,-10.9,20,2025-10,2025Q4,parent_kept(부모 유지)
long,0.88,16,2025-10,2025Q4,parent_kept(부모 유지)
long,-2.9,17,2025-10,2025Q4,parent_kept(부모 유지)
long,2.66,18,2025-10,2025Q4,parent_kept(부모 유지)
long,2.17,19,2025-10,2025Q4,parent_kept(부모 유지)
long,14.47,17,2025-10,2025Q4,parent_kept(부모 유지)
long,3.83,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-0.07,18,2025-10,2025Q4,parent_kept(부모 유지)
long,1.68,18,2025-10,2025Q4,parent_kept(부모 유지)
long,9.78,19,2025-10,2025Q4,parent_kept(부모 유지)
long,-0.3,19,2025-10,2025Q4,parent_kept(부모 유지)
long,-2.8,20,2025-10,2025Q4,parent_kept(부모 유지)
long,15.91,16,2025-10,2025Q4,parent_kept(부모 유지)
long,1.44,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-3.58,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-15.26,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-5.73,19,2025-10,2025Q4,parent_kept(부모 유지)
short,-14.16,20,2025-10,2025Q4,parent_kept(부모 유지)
long,1.47,21,2025-10,2025Q4,parent_kept(부모 유지)
long,17.24,21,2025-10,2025Q4,parent_kept(부모 유지)
long,1.83,16,2025-10,2025Q4,parent_kept(부모 유지)
long,5.13,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-6.95,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-9.27,18,2025-10,2025Q4,parent_kept(부모 유지)
short,7.61,19,2025-10,2025Q4,parent_kept(부모 유지)
long,5.64,20,2025-10,2025Q4,parent_kept(부모 유지)
long,-13.36,20,2025-10,2025Q4,parent_kept(부모 유지)
short,-9.05,21,2025-10,2025Q4,parent_kept(부모 유지)
long,23.58,16,2025-10,2025Q4,parent_kept(부모 유지)
long,-6.01,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-10.42,17,2025-10,2025Q4,parent_kept(부모 유지)
long,9.88,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-4.71,19,2025-10,2025Q4,parent_kept(부모 유지)
long,1.76,20,2025-10,2025Q4,parent_kept(부모 유지)
long,7.87,21,2025-10,2025Q4,parent_kept(부모 유지)
long,0.79,21,2025-10,2025Q4,parent_kept(부모 유지)
long,3.86,16,2025-10,2025Q4,parent_kept(부모 유지)
long,-1.45,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-1.07,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-13.4,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-9.55,18,2025-10,2025Q4,parent_kept(부모 유지)
short,3.48,20,2025-10,2025Q4,synthetic_short(합성 숏)
long,5.54,16,2025-10,2025Q4,parent_kept(부모 유지)
long,2.71,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-3.85,17,2025-10,2025Q4,parent_kept(부모 유지)
long,2.98,18,2025-10,2025Q4,parent_kept(부모 유지)
long,4.08,19,2025-10,2025Q4,parent_kept(부모 유지)
long,2.91,20,2025-10,2025Q4,parent_kept(부모 유지)
long,2.46,16,2025-10,2025Q4,parent_kept(부모 유지)
long,-0.75,17,2025-10,2025Q4,parent_kept(부모 유지)
long,6.13,18,2025-10,2025Q4,parent_kept(부모 유지)
long,2.86,16,2025-10,2025Q4,parent_kept(부모 유지)
long,3.26,17,2025-10,2025Q4,parent_kept(부모 유지)
long,2.26,18,2025-10,2025Q4,parent_kept(부모 유지)
long,0.56,16,2025-10,2025Q4,parent_kept(부모 유지)
long,2.52,19,2025-10,2025Q4,parent_kept(부모 유지)
long,2.74,19,2025-10,2025Q4,parent_kept(부모 유지)
long,-3.0,17,2025-10,2025Q4,parent_kept(부모 유지)
long,0.41,17,2025-10,2025Q4,parent_kept(부모 유지)
long,-6.77,18,2025-10,2025Q4,parent_kept(부모 유지)
long,-1.61,19,2025-10,2025Q4,parent_kept(부모 유지)
long,-10.8,18,2025-10,2025Q4,parent_kept(부모 유지)
long,0.58,18,2025-11,2025Q4,parent_kept(부모 유지)
long,4.76,18,2025-11,2025Q4,parent_kept(부모 유지)
long,1.96,19,2025-11,2025Q4,parent_kept(부모 유지)
long,-1.05,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-9.47,17,2025-11,2025Q4,parent_kept(부모 유지)
long,0.68,17,2025-11,2025Q4,parent_kept(부모 유지)
long,1.24,17,2025-11,2025Q4,parent_kept(부모 유지)
long,2.79,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-0.12,18,2025-11,2025Q4,parent_kept(부모 유지)
long,4.06,19,2025-11,2025Q4,parent_kept(부모 유지)
short,0.105,17,2025-11,2025Q4,synthetic_short(합성 숏)
short,2.92,17,2025-11,2025Q4,parent_kept(부모 유지)
short,-0.05,18,2025-11,2025Q4,parent_kept(부모 유지)
short,-9.245,19,2025-11,2025Q4,synthetic_short(합성 숏)
long,-2.27,17,2025-11,2025Q4,parent_kept(부모 유지)
long,55.16,21,2025-11,2025Q4,parent_kept(부모 유지)
long,4.02,16,2025-11,2025Q4,parent_kept(부모 유지)
long,-12.0,17,2025-11,2025Q4,parent_kept(부모 유지)
long,11.41,19,2025-11,2025Q4,parent_kept(부모 유지)
long,3.12,20,2025-11,2025Q4,parent_kept(부모 유지)
long,5.36,18,2025-11,2025Q4,parent_kept(부모 유지)
long,3.99,19,2025-11,2025Q4,parent_kept(부모 유지)
long,3.34,19,2025-11,2025Q4,parent_kept(부모 유지)
short,1.51,17,2025-11,2025Q4,parent_kept(부모 유지)
short,-0.17,18,2025-11,2025Q4,parent_kept(부모 유지)
long,6.18,16,2025-11,2025Q4,parent_kept(부모 유지)
long,21.77,17,2025-11,2025Q4,parent_kept(부모 유지)
long,7.91,17,2025-11,2025Q4,parent_kept(부모 유지)
long,0.41,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-4.26,20,2025-11,2025Q4,parent_kept(부모 유지)
long,-2.51,21,2025-11,2025Q4,parent_kept(부모 유지)
long,-3.27,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-8.98,17,2025-11,2025Q4,parent_kept(부모 유지)
long,2.73,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-19.6,16,2025-11,2025Q4,parent_kept(부모 유지)
short,6.06,17,2025-11,2025Q4,parent_kept(부모 유지)
long,14.48,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-2.03,20,2025-11,2025Q4,parent_kept(부모 유지)
long,2.49,21,2025-11,2025Q4,parent_kept(부모 유지)
long,-0.02,21,2025-11,2025Q4,parent_kept(부모 유지)
long,12.34,16,2025-11,2025Q4,parent_kept(부모 유지)
long,-18.68,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-6.22,18,2025-11,2025Q4,parent_kept(부모 유지)
short,10.39,19,2025-11,2025Q4,parent_kept(부모 유지)
short,-5.25,19,2025-11,2025Q4,parent_kept(부모 유지)
long,-1.93,20,2025-11,2025Q4,parent_kept(부모 유지)
long,-3.4,20,2025-11,2025Q4,parent_kept(부모 유지)
long,60.88,22,2025-11,2025Q4,parent_kept(부모 유지)
long,9.26,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-28.92,17,2025-11,2025Q4,parent_kept(부모 유지)
short,19.08,18,2025-11,2025Q4,parent_kept(부모 유지)
short,10.31,19,2025-11,2025Q4,parent_kept(부모 유지)
short,-4.382,19,2025-11,2025Q4,synthetic_short(합성 숏)
long,-1.73,16,2025-11,2025Q4,parent_kept(부모 유지)
long,-7.63,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-9.4,17,2025-11,2025Q4,parent_kept(부모 유지)
long,19.59,18,2025-11,2025Q4,parent_kept(부모 유지)
long,1.47,19,2025-11,2025Q4,parent_kept(부모 유지)
long,-16.18,19,2025-11,2025Q4,parent_kept(부모 유지)
long,14.61,20,2025-11,2025Q4,parent_kept(부모 유지)
long,-6.1,21,2025-11,2025Q4,parent_kept(부모 유지)
long,19.71,21,2025-11,2025Q4,parent_kept(부모 유지)
long,5.57,17,2025-11,2025Q4,parent_kept(부모 유지)
long,7.11,17,2025-11,2025Q4,parent_kept(부모 유지)
long,-0.03,18,2025-11,2025Q4,parent_kept(부모 유지)
long,0.58,18,2025-11,2025Q4,parent_kept(부모 유지)
long,4.19,19,2025-11,2025Q4,parent_kept(부모 유지)
long,-0.87,20,2025-11,2025Q4,parent_kept(부모 유지)
long,4.08,16,2025-11,2025Q4,parent_kept(부모 유지)
short,2.71,17,2025-11,2025Q4,parent_kept(부모 유지)
long,10.09,17,2025-11,2025Q4,parent_kept(부모 유지)
long,2.01,17,2025-11,2025Q4,parent_kept(부모 유지)
long,4.52,18,2025-11,2025Q4,parent_kept(부모 유지)
long,13.94,19,2025-11,2025Q4,parent_kept(부모 유지)
long,-3.23,19,2025-11,2025Q4,parent_kept(부모 유지)
long,1.02,20,2025-11,2025Q4,parent_kept(부모 유지)
long,-5.71,21,2025-11,2025Q4,parent_kept(부모 유지)
long,23.48,21,2025-11,2025Q4,parent_kept(부모 유지)
long,2.19,17,2025-11,2025Q4,parent_kept(부모 유지)
long,6.86,17,2025-11,2025Q4,parent_kept(부모 유지)
long,5.31,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-3.87,18,2025-11,2025Q4,parent_kept(부모 유지)
long,-1.41,20,2025-11,2025Q4,parent_kept(부모 유지)
long,1.48,21,2025-11,2025Q4,parent_kept(부모 유지)
long,-2.0,17,2025-12,2025Q4,parent_kept(부모 유지)
long,1.22,17,2025-12,2025Q4,parent_kept(부모 유지)
long,5.44,18,2025-12,2025Q4,parent_kept(부모 유지)
long,2.59,19,2025-12,2025Q4,parent_kept(부모 유지)
long,-1.67,20,2025-12,2025Q4,parent_kept(부모 유지)
long,4.01,16,2025-12,2025Q4,parent_kept(부모 유지)
long,-1.29,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-12.33,17,2025-12,2025Q4,parent_kept(부모 유지)
long,7.86,19,2025-12,2025Q4,parent_kept(부모 유지)
long,-4.67,19,2025-12,2025Q4,parent_kept(부모 유지)
long,1.24,20,2025-12,2025Q4,parent_kept(부모 유지)
long,5.61,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-5.62,17,2025-12,2025Q4,parent_kept(부모 유지)
long,0.96,18,2025-12,2025Q4,parent_kept(부모 유지)
long,-7.84,17,2025-12,2025Q4,parent_kept(부모 유지)
long,3.64,18,2025-12,2025Q4,parent_kept(부모 유지)
long,4.64,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-11.47,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-4.99,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-3.44,18,2025-12,2025Q4,parent_kept(부모 유지)
long,-3.16,20,2025-12,2025Q4,parent_kept(부모 유지)
long,0.89,16,2025-12,2025Q4,parent_kept(부모 유지)
long,0.47,18,2025-12,2025Q4,parent_kept(부모 유지)
short,-18.385,17,2025-12,2025Q4,synthetic_short(합성 숏)
long,-5.71,18,2025-12,2025Q4,parent_kept(부모 유지)
long,12.75,18,2025-12,2025Q4,parent_kept(부모 유지)
long,3.59,20,2025-12,2025Q4,parent_kept(부모 유지)
short,17.365,17,2025-12,2025Q4,synthetic_short(합성 숏)
short,-8.24,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-6.49,18,2025-12,2025Q4,parent_kept(부모 유지)
long,-2.84,19,2025-12,2025Q4,parent_kept(부모 유지)
long,5.49,20,2025-12,2025Q4,parent_kept(부모 유지)
long,5.69,16,2025-12,2025Q4,parent_kept(부모 유지)
long,-0.16,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-9.04,18,2025-12,2025Q4,parent_kept(부모 유지)
long,0.89,18,2025-12,2025Q4,parent_kept(부모 유지)
long,-5.49,19,2025-12,2025Q4,parent_kept(부모 유지)
short,11.09,17,2025-12,2025Q4,parent_kept(부모 유지)
short,3.52,18,2025-12,2025Q4,parent_kept(부모 유지)
long,2.09,16,2025-12,2025Q4,parent_kept(부모 유지)
long,18.34,17,2025-12,2025Q4,parent_kept(부모 유지)
long,1.57,17,2025-12,2025Q4,parent_kept(부모 유지)
long,2.54,18,2025-12,2025Q4,parent_kept(부모 유지)
long,-10.5,19,2025-12,2025Q4,parent_kept(부모 유지)
long,-0.26,20,2025-12,2025Q4,parent_kept(부모 유지)
long,10.14,16,2025-12,2025Q4,parent_kept(부모 유지)
long,-2.98,17,2025-12,2025Q4,parent_kept(부모 유지)
long,6.49,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-1.14,18,2025-12,2025Q4,parent_kept(부모 유지)
long,6.59,19,2025-12,2025Q4,parent_kept(부모 유지)
long,-2.09,16,2025-12,2025Q4,parent_kept(부모 유지)
long,1.09,17,2025-12,2025Q4,parent_kept(부모 유지)
long,5.12,17,2025-12,2025Q4,parent_kept(부모 유지)
long,1.87,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-5.91,17,2025-12,2025Q4,parent_kept(부모 유지)
long,-4.19,16,2025-12,2025Q4,parent_kept(부모 유지)
long,-4.68,16,2026-01,2026Q1,parent_kept(부모 유지)
short,13.38,17,2026-01,2026Q1,parent_kept(부모 유지)
short,-2.06,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-4.79,19,2026-01,2026Q1,parent_kept(부모 유지)
long,7.79,16,2026-01,2026Q1,parent_kept(부모 유지)
long,0.04,17,2026-01,2026Q1,parent_kept(부모 유지)
long,1.97,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.44,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-5.09,19,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.59,20,2026-01,2026Q1,parent_kept(부모 유지)
long,3.19,16,2026-01,2026Q1,parent_kept(부모 유지)
long,-6.67,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.01,16,2026-01,2026Q1,parent_kept(부모 유지)
long,4.52,17,2026-01,2026Q1,parent_kept(부모 유지)
long,2.92,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.81,20,2026-01,2026Q1,parent_kept(부모 유지)
short,-5.61,17,2026-01,2026Q1,synthetic_short(합성 숏)
long,-5.71,18,2026-01,2026Q1,parent_kept(부모 유지)
long,0.49,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.91,20,2026-01,2026Q1,parent_kept(부모 유지)
long,11.59,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.04,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.29,18,2026-01,2026Q1,parent_kept(부모 유지)
long,4.27,18,2026-01,2026Q1,parent_kept(부모 유지)
long,3.62,19,2026-01,2026Q1,parent_kept(부모 유지)
long,2.24,20,2026-01,2026Q1,parent_kept(부모 유지)
long,0.29,16,2026-01,2026Q1,parent_kept(부모 유지)
long,-1.81,17,2026-01,2026Q1,parent_kept(부모 유지)
long,5.34,17,2026-01,2026Q1,parent_kept(부모 유지)
long,1.47,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-9.61,16,2026-01,2026Q1,parent_kept(부모 유지)
long,6.72,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.51,18,2026-01,2026Q1,parent_kept(부모 유지)
long,1.73,21,2026-01,2026Q1,parent_kept(부모 유지)
short,-6.41,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-12.04,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.91,16,2026-01,2026Q1,parent_kept(부모 유지)
long,-5.64,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.46,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.94,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-6.65,19,2026-01,2026Q1,parent_kept(부모 유지)
long,-10.16,16,2026-01,2026Q1,parent_kept(부모 유지)
long,-2.76,18,2026-01,2026Q1,parent_kept(부모 유지)
long,4.04,20,2026-01,2026Q1,parent_kept(부모 유지)
long,-3.14,16,2026-01,2026Q1,parent_kept(부모 유지)
long,10.54,17,2026-01,2026Q1,parent_kept(부모 유지)
long,4.33,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.61,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-9.33,19,2026-01,2026Q1,parent_kept(부모 유지)
long,12.72,16,2026-01,2026Q1,parent_kept(부모 유지)
long,12.47,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-1.26,20,2026-01,2026Q1,parent_kept(부모 유지)
long,18.49,20,2026-01,2026Q1,parent_kept(부모 유지)
long,16.979999999999997,21,2026-01,2026Q1,parent_kept(부모 유지)
long,0.37,17,2026-01,2026Q1,parent_kept(부모 유지)
long,4.02,18,2026-01,2026Q1,parent_kept(부모 유지)
long,6.09,17,2026-01,2026Q1,parent_kept(부모 유지)
long,4.94,17,2026-01,2026Q1,parent_kept(부모 유지)
long,-0.84,18,2026-01,2026Q1,parent_kept(부모 유지)
long,-9.89,19,2026-01,2026Q1,parent_kept(부모 유지)
