record_view,candidate_alias,candidate_role,feature_axis,role_scope,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak
mt5_ta_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,tier_only_total,month,2024-11,24,75.88,1.67563,3.161667,0.583333,52.06,10.242991,13,3
mt5_ta_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,tier_only_total,month,2024-12,27,-37.41,0.800926,-1.385556,0.444444,117.8,23.56,27,6
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-02,24,144.44,2.31166,6.018333,0.583333,65.19,9.327248,6,5
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-03,19,-27.46,0.760279,-1.445263,0.421053,58.24,11.411776,14,2
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-04,26,22.21,1.152405,0.854231,0.5,76.79,13.319111,21,4
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-05,19,54.63,1.529617,2.875263,0.631579,45.3,7.83737,5,2
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-06,14,-45.7,0.669416,-3.264286,0.428571,81.46,15.61344,7,4
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-07,32,-96.78,0.519416,-3.024375,0.4375,165.06,32.465923,29,6
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-08,38,11.45,1.060547,0.301316,0.526316,45.06,8.436464,11,3
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-09,33,4.04,1.032726,0.122424,0.545455,55.83,11.096095,30,3
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-10,33,9.96,1.067847,0.301818,0.454545,74.91,13.011985,26,4
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-11,24,75.88,1.67563,3.161667,0.583333,52.06,10.242991,13,3
mt5_rt_s262_lih_atrcomp_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,atrcomp,p2_replacement,routed_total,month,2024-12,27,-37.41,0.800926,-1.385556,0.444444,117.8,23.56,27,6
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-02,25,220.16,3.060459,8.8064,0.64,44.47,6.610288,8,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-03,21,-46.76,0.678205,-2.226667,0.428571,69.13,13.513831,16,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-04,32,-47.13,0.799822,-1.472812,0.4375,129.82,22.279428,27,6
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-05,17,58.58,1.657833,3.445882,0.647059,33.55,5.698998,5,2
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-06,15,-63.7,0.579066,-4.246667,0.4,79.81,15.878163,14,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-07,35,-105.58,0.540257,-3.016571,0.428571,144.25,28.391757,32,5
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-08,41,2.1,1.010497,0.05122,0.512195,50.9,9.208003,18,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-09,40,60.91,1.442178,1.52275,0.6,50.52,9.195319,19,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-10,31,2.84,1.019118,0.091613,0.451613,74.61,12.920599,24,6
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-11,25,71.94,1.581803,2.8776,0.6,52.75,10.378751,13,3
mt5_ta_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,tier_only_total,month,2024-12,28,-43.2,0.778734,-1.542857,0.428571,98.24,19.648,28,6
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-02,25,220.16,3.060459,8.8064,0.64,44.47,6.610288,8,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-03,21,-46.76,0.678205,-2.226667,0.428571,69.13,13.513831,16,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-04,32,-47.13,0.799822,-1.472812,0.4375,129.82,22.279428,27,6
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-05,17,58.58,1.657833,3.445882,0.647059,33.55,5.698998,5,2
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-06,15,-63.7,0.579066,-4.246667,0.4,79.81,15.878163,14,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-07,35,-105.58,0.540257,-3.016571,0.428571,144.25,28.391757,32,5
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-08,41,2.1,1.010497,0.05122,0.512195,50.9,9.208003,18,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-09,40,60.91,1.442178,1.52275,0.6,50.52,9.195319,19,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-10,31,2.84,1.019118,0.091613,0.451613,74.61,12.920599,24,6
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-11,25,71.94,1.581803,2.8776,0.6,52.75,10.378751,13,3
mt5_rt_s264_aih_vlowadx_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,vlowadx,p2_replacement,routed_total,month,2024-12,28,-43.2,0.778734,-1.542857,0.428571,98.24,19.648,28,6
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-02,25,220.16,3.060459,8.8064,0.64,44.47,6.610288,8,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-03,21,-46.76,0.678205,-2.226667,0.428571,69.13,13.513831,16,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-04,32,-47.13,0.799822,-1.472812,0.4375,129.82,22.279428,27,6
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-05,17,58.58,1.657833,3.445882,0.647059,33.55,5.698998,5,2
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-06,15,-63.7,0.579066,-4.246667,0.4,79.81,15.878163,14,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-07,35,-105.58,0.540257,-3.016571,0.428571,144.25,28.391757,32,5
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-08,41,2.1,1.010497,0.05122,0.512195,50.9,9.208003,18,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-09,40,60.91,1.442178,1.52275,0.6,50.52,9.195319,19,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-10,31,2.84,1.019118,0.091613,0.451613,74.61,12.920599,24,6
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-11,25,71.94,1.581803,2.8776,0.6,52.75,10.378751,13,3
mt5_ta_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,tier_only_total,month,2024-12,28,-43.2,0.778734,-1.542857,0.428571,98.24,19.648,28,6
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-02,25,220.16,3.060459,8.8064,0.64,44.47,6.610288,8,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-03,21,-46.76,0.678205,-2.226667,0.428571,69.13,13.513831,16,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-04,32,-47.13,0.799822,-1.472812,0.4375,129.82,22.279428,27,6
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-05,17,58.58,1.657833,3.445882,0.647059,33.55,5.698998,5,2
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-06,15,-63.7,0.579066,-4.246667,0.4,79.81,15.878163,14,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-07,35,-105.58,0.540257,-3.016571,0.428571,144.25,28.391757,32,5
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-08,41,2.1,1.010497,0.05122,0.512195,50.9,9.208003,18,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-09,40,60.91,1.442178,1.52275,0.6,50.52,9.195319,19,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-10,31,2.84,1.019118,0.091613,0.451613,74.61,12.920599,24,6
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-11,25,71.94,1.581803,2.8776,0.6,52.75,10.378751,13,3
mt5_rt_s264_aia_vlowadx_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,vlowadx,p2_replacement,routed_total,month,2024-12,28,-43.2,0.778734,-1.542857,0.428571,98.24,19.648,28,6
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-02,24,203.33,2.930776,8.472083,0.625,43.53,6.700547,8,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-03,21,-45.39,0.680442,-2.161429,0.428571,67.55,13.212714,16,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-04,31,-55.45,0.758525,-1.78871,0.419355,137.34,23.602399,26,6
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-05,17,57.42,1.666048,3.377647,0.647059,32.16,5.485153,5,2
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-06,15,-61.52,0.579264,-4.101333,0.4,76.96,15.314509,14,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-07,35,-100.37,0.549,-2.867714,0.428571,139.98,27.555118,32,5
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-08,41,2.77,1.014276,0.067561,0.512195,50.19,9.080054,18,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-09,39,55.88,1.416673,1.432821,0.589744,49.22,8.986672,19,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-10,31,3.51,1.02458,0.113226,0.451613,71.54,12.440657,24,6
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-11,25,68.79,1.574159,2.7516,0.6,50.72,9.985431,13,3
mt5_ta_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,tier_only_total,month,2024-12,28,-40.47,0.785737,-1.445357,0.428571,95.11,19.022,28,6
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-02,24,203.33,2.930776,8.472083,0.625,43.53,6.700547,8,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-03,21,-45.39,0.680442,-2.161429,0.428571,67.55,13.212714,16,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-04,31,-55.45,0.758525,-1.78871,0.419355,137.34,23.602399,26,6
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-05,17,57.42,1.666048,3.377647,0.647059,32.16,5.485153,5,2
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-06,15,-61.52,0.579264,-4.101333,0.4,76.96,15.314509,14,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-07,35,-100.37,0.549,-2.867714,0.428571,139.98,27.555118,32,5
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-08,41,2.77,1.014276,0.067561,0.512195,50.19,9.080054,18,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-09,39,55.88,1.416673,1.432821,0.589744,49.22,8.986672,19,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-10,31,3.51,1.02458,0.113226,0.451613,71.54,12.440657,24,6
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-11,25,68.79,1.574159,2.7516,0.6,50.72,9.985431,13,3
mt5_rt_s264_lc_vlowadx_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,vlowadx,p2_replacement,routed_total,month,2024-12,28,-40.47,0.785737,-1.445357,0.428571,95.11,19.022,28,6
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-02,24,203.33,2.930776,8.472083,0.625,43.53,6.700547,8,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-03,21,-45.39,0.680442,-2.161429,0.428571,67.55,13.212714,16,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-04,31,-55.45,0.758525,-1.78871,0.419355,137.34,23.602399,26,6
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-05,17,57.42,1.666048,3.377647,0.647059,32.16,5.485153,5,2
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-06,15,-61.52,0.579264,-4.101333,0.4,76.96,15.314509,14,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-07,36,-116.16,0.503335,-3.226667,0.416667,152.98,30.114173,33,6
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-08,41,1.41,1.007445,0.03439,0.512195,48.29,8.788149,18,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-09,39,57.67,1.446777,1.478718,0.589744,46.84,8.55697,19,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-10,32,-13.49,0.913203,-0.421562,0.4375,86.23,15.055697,25,6
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-11,25,66.43,1.587772,2.6572,0.6,48.14,9.483098,13,3
mt5_ta_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,tier_only_total,month,2024-12,28,-38.64,0.784435,-1.38,0.428571,90.04,18.008,28,6
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,9,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-02,24,203.33,2.930776,8.472083,0.625,43.53,6.700547,8,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-03,21,-45.39,0.680442,-2.161429,0.428571,67.55,13.212714,16,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-04,31,-55.45,0.758525,-1.78871,0.419355,137.34,23.602399,26,6
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-05,17,57.42,1.666048,3.377647,0.647059,32.16,5.485153,5,2
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-06,15,-61.52,0.579264,-4.101333,0.4,76.96,15.314509,14,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-07,36,-116.16,0.503335,-3.226667,0.416667,152.98,30.114173,33,6
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-08,41,1.41,1.007445,0.03439,0.512195,48.29,8.788149,18,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-09,39,57.67,1.446777,1.478718,0.589744,46.84,8.55697,19,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-10,32,-13.49,0.913203,-0.421562,0.4375,86.23,15.055697,25,6
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-11,25,66.43,1.587772,2.6572,0.6,48.14,9.483098,13,3
mt5_rt_s262_lih_vlowadx_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,vlowadx,p2_replacement,routed_total,month,2024-12,28,-38.64,0.784435,-1.38,0.428571,90.04,18.008,28,6
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,weekday,Tuesday,62,58.61,1.170348,0.945323,0.532258,74.8,12.357917,21,6
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,weekday,Thursday,60,174.16,1.884465,2.902667,0.6,51.3,9.326594,17,4
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,weekday,Friday,76,6.82,1.017091,0.089737,0.5,98.07,18.500981,66,4
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,weekday,Monday,57,-104.36,0.70863,-1.830877,0.491228,135.44,26.219607,52,5
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,weekday,Wednesday,57,62.97,1.194682,1.104737,0.473684,163.52,24.732663,40,7
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,weekday,Tuesday,62,58.61,1.170348,0.945323,0.532258,74.8,12.357917,21,6
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,weekday,Thursday,60,174.16,1.884465,2.902667,0.6,51.3,9.326594,17,4
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,weekday,Friday,76,6.82,1.017091,0.089737,0.5,98.07,18.500981,66,4
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,weekday,Monday,57,-104.36,0.70863,-1.830877,0.491228,135.44,26.219607,52,5
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,weekday,Wednesday,57,62.97,1.194682,1.104737,0.473684,163.52,24.732663,40,7
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,weekday,Tuesday,62,59.12,1.17734,0.953548,0.532258,71.63,11.871457,21,6
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,weekday,Thursday,60,168.3,1.877522,2.805,0.6,50.79,9.242107,17,4
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,weekday,Friday,74,-4.63,0.988043,-0.062568,0.486486,103.73,19.600544,64,5
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,weekday,Monday,56,-111.51,0.677828,-1.99125,0.482143,130.7,25.877089,52,5
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,weekday,Wednesday,57,61.98,1.198095,1.087368,0.473684,158.52,24.097411,40,7
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,weekday,Tuesday,62,59.12,1.17734,0.953548,0.532258,71.63,11.871457,21,6
