run_id,source_run_id,model_id,label_id,horizon_m5,policy_id,threshold_id,validation_net,oos_net,validation_profit_factor,oos_profit_factor,validation_trade_density,oos_trade_density,density_gap_to_3_per_day,validation_trade_count,oos_trade_count,validation_expectancy,oos_expectancy,oos_max_drawdown,selection_score,review_class,why,claim_boundary
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_12_0,-377.226,-155.538,0.7860080951,0.8818456742,3.0655737705,3.6183206107,0.0,561,474,-0.6724171123,-0.3281392405,-333.737,-296.1744569465,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_3_0,-190.834,30.633,0.7280439612,1.0476602405,0.8961748634,1.465648855,2.1038251366,164,192,-1.1636219512,0.159546875,-102.609,-31.320146865,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_5_0,-235.087,-81.288,0.7675018667,0.9131847324,1.4644808743,2.1221374046,1.5355191257,268,278,-0.8771902985,-0.2924028777,-139.212,-164.094722977,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_8_0,-306.573,-16.927,0.7691071961,0.986178735,2.2349726776,3.0152671756,0.7650273224,409,395,-0.7495672372,-0.0428531646,-123.472,-119.028974122,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_12_0,-451.335,-112.123,0.7561278066,0.9277995751,3.2021857923,3.9465648855,0.0,586,517,-0.7701962457,-0.2168723404,-215.334,-267.5841455725,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-179.053,46.341,0.8105882614,1.0780193546,1.2076502732,1.1603053435,1.8396946565,221,152,-0.8101945701,0.304875,-130.25,-10.8035588865,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-73.386,87.045,0.9418011615,1.1050396591,1.7486338798,1.7099236641,1.2900763359,320,224,-0.22933125,0.38859375,-146.37,72.1752357885,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-97.002,170.808,0.9431027262,1.1491935801,2.4644808743,2.4809160305,0.5355191257,451,325,-0.2150820399,0.5255630769,-170.28,155.1085460635,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-304.078,231.495,0.863417373,1.1660605148,3.3169398907,3.358778626,0.0,607,440,-0.5009522241,0.526125,-142.635,152.499267027,density_oos_positive_validation_fail,"density and OOS positive(밀도와 표본외 양수), validation fail(검증 실패)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_3_0,-3.144,9.181,0.9943828455,1.0193274445,1.1420765027,1.3969465649,1.8579234973,209,183,-0.0150430622,0.0501693989,-83.685,10.6898261645,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_5_0,-146.48,43.861,0.8339861459,1.0601263914,1.7704918033,2.1908396947,1.2295081967,324,287,-0.4520987654,0.152825784,-91.037,3.4794054415,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_8_0,3.914,73.98,1.0029241361,1.0734868299,2.7978142077,3.1679389313,0.2021857923,512,415,0.0076445312,0.1782650602,-128.49,89.7288142445,net_positive_pf_weak,"net positive(순수익 양수), PF weak(수익 팩터 약함)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_12_0,-41.824,-44.744,0.9758623953,0.9681683045,3.693989071,4.1374045802,0.0,676,542,-0.0618698225,-0.0825535055,-174.598,-52.663217099,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_3_0,-149.466,87.118,0.8246556251,1.178890737,1.2295081967,1.1755725191,1.8244274809,225,154,-0.6642933333,0.5657012987,-58.499,57.4697310355,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_5_0,-267.691,16.634,0.7892344552,1.0210092631,1.8524590164,1.9389312977,1.1475409836,339,254,-0.7896489676,0.065488189,-155.19,-77.2572819395,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_8_0,-178.588,30.719,0.8871356309,1.0297893345,2.6174863388,2.7251908397,0.3825136612,479,357,-0.3728350731,0.086047619,-117.54,-23.9893256615,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_12_0,-64.149,21.669,0.9669240939,1.0150823652,3.5683060109,3.8778625954,0.0,653,508,-0.098237366,0.0426555118,-144.496,8.856366801,density_oos_positive_validation_fail,"density and OOS positive(밀도와 표본외 양수), validation fail(검증 실패)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-115.235,86.515,0.8752865266,1.1836785821,1.2295081967,1.0381679389,1.9618320611,225,136,-0.5121555556,0.6361397059,-63.775,70.5652717985,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-224.373,270.63,0.8398873939,1.4165037875,1.781420765,1.6717557252,1.3282442748,326,219,-0.6882607362,1.2357534247,-61.648,247.950024944,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-154.617,222.715,0.9117296461,1.2132590919,2.4972677596,2.4351145038,0.5648854962,457,319,-0.3383304158,0.6981661442,-122.756,199.305233547,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-135.555,167.182,0.9365471006,1.1122983266,3.3442622951,3.4122137405,0.0,612,447,-0.221495098,0.3740089485,-225.905,135.3880586025,density_oos_positive_validation_fail,"density and OOS positive(밀도와 표본외 양수), validation fail(검증 실패)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_3_0,60.145,89.391,1.098061594,1.2596658281,1.1092896175,1.1450381679,1.8907103825,203,150,0.2962807882,0.59594,-45.198,143.7110002115,profit_pf_pass_density_fail,"profit and PF pass(순수익과 수익 팩터 통과), density fail(밀도 실패)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_5_0,141.666,63.055,1.1638840945,1.1066752609,1.737704918,1.8396946565,1.262295082,318,241,0.445490566,0.2616390041,-66.25,129.3376045905,profit_pf_pass_density_fail,"profit and PF pass(순수익과 수익 팩터 통과), density fail(밀도 실패)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_8_0,-166.954,35.919,0.8842383489,1.0411742319,2.6557377049,2.6870229008,0.3442622951,486,352,-0.343526749,0.1020426136,-74.378,-10.089117668,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,long_only_margin,long_only_margin__validation_density_12_0,-85.973,-107.953,0.9524341185,0.9175860208,3.6775956284,3.7251908397,0.0,673,488,-0.1277459138,-0.2212151639,-174.658,-133.3902358015,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_3_0,-181.165,18.679,0.7560934563,1.0345042246,1.0382513661,1.3664122137,1.9617486339,190,179,-0.9535,0.1043519553,-62.22,-38.7337819795,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_5_0,-8.781,106.909,0.9901483746,1.1536673676,1.6120218579,1.9541984733,1.3879781421,295,256,-0.0297661017,0.4176132813,-51.345,127.9391264785,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_8_0,-156.999,-10.972,0.8977847803,0.9912092138,2.5846994536,3.0,0.4153005464,473,393,-0.3319217759,-0.0279185751,-126.442,-61.03701,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,dense_h6_move3pts,6,short_only_margin,short_only_margin__validation_density_12_0,-191.219,-51.513,0.9053719818,0.9700721747,3.6338797814,4.2366412214,0.0,665,555,-0.2875473684,-0.0928162162,-150.75,-109.316443893,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-358.632,-96.724,0.5552038736,0.8185784355,0.4808743169,0.6641221374,2.5191256831,88,87,-4.0753636364,-1.1117701149,-111.465,-218.50845598,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-443.874,-56.53,0.617258934,0.9340893298,0.7978142077,1.2213740458,2.2021857923,146,160,-3.0402328767,-0.3533125,-222.135,-214.037634649,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-488.39,5.169,0.6519366232,1.0042252071,1.2240437158,1.9465648855,1.7759562842,224,255,-2.1803125,0.0202705882,-196.895,-161.8136018655,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-483.609,67.559,0.7275033892,1.0447739136,1.7759562842,2.5648854962,1.2240437158,325,336,-1.4880276923,0.2010684524,-247.738,-94.762356975,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_3_0,-109.729,83.419,0.8313742364,1.2586330913,0.5737704918,0.7557251908,2.4262295082,105,99,-1.0450380952,0.8426161616,-59.765,75.04724691,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_5_0,-108.726,36.705,0.8676974147,1.0641993231,0.9289617486,1.2213740458,2.0710382514,170,160,-0.6395647059,0.22940625,-106.095,3.974089001,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_8_0,-94.947,83.05,0.9108606096,1.1089913607,1.4153005464,1.6641221374,1.5846994536,259,218,-0.3665907336,0.3809633028,-98.96,63.301323971,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_12_0,-101.562,-51.762,0.9237659881,0.9523754758,1.9617486339,2.2442748092,1.0382513661,359,294,-0.282902507,-0.1760612245,-158.974,-88.805245954,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_3_0,-113.363,3.432,0.7925278321,1.0058213003,0.6010928962,0.8015267176,2.3989071038,110,105,-1.0305727273,0.0326857143,-108.45,-40.214860376,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_5_0,-189.188,-41.881,0.7650130419,0.9459826524,0.9453551913,1.1603053435,2.0546448087,173,152,-1.0935722543,-0.2755328947,-133.24,-112.9544732825,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_8_0,-360.912,22.102,0.7098467923,1.0235062642,1.4153005464,1.7175572519,1.5846994536,259,225,-1.3934826255,0.0982311111,-141.203,-104.1049020365,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_12_0,-403.426,32.276,0.7518862563,1.0272414297,1.9508196721,2.2213740458,1.0491803279,357,291,-1.1300448179,0.1109140893,-128.575,-104.833258207,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-367.039,293.701,0.7016588283,1.5570674491,1.043715847,0.8854961832,2.1145038168,191,116,-1.9216701571,2.5319051724,-90.113,230.676433828,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-196.035,78.161,0.8556999035,1.0852844707,1.3442622951,1.4045801527,1.6557377049,246,184,-0.7968902439,0.4247880435,-235.094,10.6010069735,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-162.07,44.134,0.9003473424,1.0363656439,1.868852459,1.8778625954,1.131147541,342,246,-0.4738888889,0.1794065041,-202.029,-11.914523372,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
